global_index,SUB_addr,MAIN_addr,disk_offset,payload_start,sector_key,sector_local_index,decoded_old,decoded_new,raw_old,raw_new
1557,0x517F,0x127F,0x06430,0x061B0,0x3A,0x17F,10,A0,56,E6
1558,0x5180,0x1280,0x0642F,0x061B0,0x3A,0x180,12,E6,59,2D
1559,0x5181,0x1281,0x0642E,0x061B0,0x3A,0x181,70,20,B8,68
1560,0x5182,0x1282,0x0642D,0x061B0,0x3A,0x182,5A,E2,A3,2B
1561,0x5183,0x1283,0x0642C,0x061B0,0x3A,0x183,90,00,DA,4A
1562,0x5184,0x1284,0x0642B,0x061B0,0x3A,0x184,F9,6C,44,B7
1563,0x5185,0x1285,0x0642A,0x061B0,0x3A,0x185,10,B0,5C,FC
1564,0x5186,0x1286,0x06429,0x061B0,0x3A,0x186,12,34,5F,81
1571,0x518D,0x128D,0x06422,0x061B0,0x3A,0x18D,80,0F,D4,63
1572,0x518E,0x128E,0x06421,0x061B0,0x3A,0x18E,1A,10,6F,65
1573,0x518F,0x128F,0x06420,0x061B0,0x3A,0x18F,50,12,A6,68
1574,0x5190,0x1290,0x0641F,0x061B0,0x3A,0x190,2B,10,82,67
1575,0x5191,0x1291,0x0641E,0x061B0,0x3A,0x191,70,12,C8,6A
1576,0x5192,0x1292,0x0641D,0x061B0,0x3A,0x192,1A,10,73,69
1577,0x5193,0x1293,0x0641C,0x061B0,0x3A,0x193,F0,12,4A,6C
1578,0x5194,0x1294,0x0641B,0x061B0,0x3A,0x194,1A,10,75,6B
1579,0x5195,0x1295,0x0641A,0x061B0,0x3A,0x195,80,12,DC,6E
1580,0x5196,0x1296,0x06419,0x061B0,0x3A,0x196,2A,30,87,8D
1581,0x5197,0x1297,0x06418,0x061B0,0x3A,0x197,10,14,6E,72
1582,0x5198,0x1298,0x06417,0x061B0,0x3A,0x198,12,10,71,6F
1583,0x5199,0x1299,0x06416,0x061B0,0x3A,0x199,10,12,70,72
1584,0x519A,0x129A,0x06415,0x061B0,0x3A,0x19A,12,10,73,71
1585,0x519B,0x129B,0x06414,0x061B0,0x3A,0x19B,10,12,72,74
1586,0x519C,0x129C,0x06413,0x061B0,0x3A,0x19C,12,20,75,83
1587,0x519D,0x129D,0x06412,0x061B0,0x3A,0x19D,10,26,74,8A
1588,0x519E,0x129E,0x06411,0x061B0,0x3A,0x19E,12,70,77,D5
1589,0x519F,0x129F,0x06410,0x061B0,0x3A,0x19F,10,26,76,8C
1590,0x51A0,0x12A0,0x0640F,0x061B0,0x3A,0x1A0,12,D0,79,37
1591,0x51A1,0x12A1,0x0640E,0x061B0,0x3A,0x1A1,10,26,78,8E
1592,0x51A2,0x12A2,0x0640D,0x061B0,0x3A,0x1A2,12,10,7B,79
1593,0x51A3,0x12A3,0x0640C,0x061B0,0x3A,0x1A3,90,12,FA,7C
1594,0x51A4,0x12A4,0x0640B,0x061B0,0x3A,0x1A4,7A,10,E5,7B
1595,0x51A5,0x12A5,0x0640A,0x061B0,0x3A,0x1A5,40,12,AC,7E
1596,0x51A6,0x12A6,0x06409,0x061B0,0x3A,0x1A6,B8,30,25,9D
1597,0x51A7,0x12A7,0x06408,0x061B0,0x3A,0x1A7,10,14,7E,82
1598,0x51A8,0x12A8,0x06407,0x061B0,0x3A,0x1A8,12,10,81,7F
1599,0x51A9,0x12A9,0x06406,0x061B0,0x3A,0x1A9,D0,12,40,82
1600,0x51AA,0x12AA,0x06405,0x061B0,0x3A,0x1AA,E4,10,55,81
1601,0x51AB,0x12AB,0x06404,0x061B0,0x3A,0x1AB,00,12,72,84
1602,0x51AC,0x12AC,0x06403,0x061B0,0x3A,0x1AC,73,10,E6,83
1603,0x51AD,0x12AD,0x06402,0x061B0,0x3A,0x1AD,10,12,84,86
1604,0x51AE,0x12AE,0x06401,0x061B0,0x3A,0x1AE,12,10,87,85
1605,0x51AF,0x12AF,0x06400,0x061B0,0x3A,0x1AF,10,12,86,88
1606,0x51B0,0x12B0,0x063FF,0x061B0,0x3A,0x1B0,12,10,89,87
1607,0x51B1,0x12B1,0x063FE,0x061B0,0x3A,0x1B1,10,12,88,8A
1608,0x51B2,0x12B2,0x063FD,0x061B0,0x3A,0x1B2,12,10,8B,89
1609,0x51B3,0x12B3,0x063FC,0x061B0,0x3A,0x1B3,10,12,8A,8C
1610,0x51B4,0x12B4,0x063FB,0x061B0,0x3A,0x1B4,12,10,8D,8B
1611,0x51B5,0x12B5,0x063FA,0x061B0,0x3A,0x1B5,10,12,8C,8E
1612,0x51B6,0x12B6,0x063F9,0x061B0,0x3A,0x1B6,12,10,8F,8D
1613,0x51B7,0x12B7,0x063F8,0x061B0,0x3A,0x1B7,10,12,8E,90
1614,0x51B8,0x12B8,0x063F7,0x061B0,0x3A,0x1B8,12,10,91,8F
1615,0x51B9,0x12B9,0x063F6,0x061B0,0x3A,0x1B9,10,12,90,92
1616,0x51BA,0x12BA,0x063F5,0x061B0,0x3A,0x1BA,12,10,93,91
1617,0x51BB,0x12BB,0x063F4,0x061B0,0x3A,0x1BB,10,12,92,94
1618,0x51BC,0x12BC,0x063F3,0x061B0,0x3A,0x1BC,12,10,95,93
1619,0x51BD,0x12BD,0x063F2,0x061B0,0x3A,0x1BD,10,12,94,96
1620,0x51BE,0x12BE,0x063F1,0x061B0,0x3A,0x1BE,12,10,97,95
1621,0x51BF,0x12BF,0x063F0,0x061B0,0x3A,0x1BF,10,12,96,98
1622,0x51C0,0x12C0,0x063EF,0x061B0,0x3A,0x1C0,12,10,99,97
1623,0x51C1,0x12C1,0x063EE,0x061B0,0x3A,0x1C1,10,12,98,9A
1624,0x51C2,0x12C2,0x063ED,0x061B0,0x3A,0x1C2,12,10,9B,99
1625,0x51C3,0x12C3,0x063EC,0x061B0,0x3A,0x1C3,10,12,9A,9C
1626,0x51C4,0x12C4,0x063EB,0x061B0,0x3A,0x1C4,12,10,9D,9B
1627,0x51C5,0x12C5,0x063EA,0x061B0,0x3A,0x1C5,10,12,9C,9E
1628,0x51C6,0x12C6,0x063E9,0x061B0,0x3A,0x1C6,12,10,9F,9D
1629,0x51C7,0x12C7,0x063E8,0x061B0,0x3A,0x1C7,10,12,9E,A0
1630,0x51C8,0x12C8,0x063E7,0x061B0,0x3A,0x1C8,12,10,A1,9F
1631,0x51C9,0x12C9,0x063E6,0x061B0,0x3A,0x1C9,10,12,A0,A2
1632,0x51CA,0x12CA,0x063E5,0x061B0,0x3A,0x1CA,12,10,A3,A1
1633,0x51CB,0x12CB,0x063E4,0x061B0,0x3A,0x1CB,30,12,C2,A4
1634,0x51CC,0x12CC,0x063E3,0x061B0,0x3A,0x1CC,77,10,0A,A3
1635,0x51CD,0x12CD,0x063E2,0x061B0,0x3A,0x1CD,C0,12,54,A6
1636,0x51CE,0x12CE,0x063E1,0x061B0,0x3A,0x1CE,97,10,2C,A5
1637,0x51CF,0x12CF,0x063E0,0x061B0,0x3A,0x1CF,10,12,A6,A8
1638,0x51D0,0x12D0,0x063DF,0x061B0,0x3A,0x1D0,12,10,A9,A7
1639,0x51D1,0x12D1,0x063DE,0x061B0,0x3A,0x1D1,D0,12,68,AA
1640,0x51D2,0x12D2,0x063DD,0x061B0,0x3A,0x1D2,E4,10,7D,A9
1641,0x51D3,0x12D3,0x063DC,0x061B0,0x3A,0x1D3,F0,12,8A,AC
1642,0x51D4,0x12D4,0x063DB,0x061B0,0x3A,0x1D4,72,10,0D,AB
1643,0x51D5,0x12D5,0x063DA,0x061B0,0x3A,0x1D5,10,12,AC,AE
1644,0x51D6,0x12D6,0x063D9,0x061B0,0x3A,0x1D6,12,10,AF,AD
1645,0x51D7,0x12D7,0x063D8,0x061B0,0x3A,0x1D7,10,12,AE,B0
1646,0x51D8,0x12D8,0x063D7,0x061B0,0x3A,0x1D8,12,10,B1,AF
1647,0x51D9,0x12D9,0x063D6,0x061B0,0x3A,0x1D9,10,12,B0,B2
1648,0x51DA,0x12DA,0x063D5,0x061B0,0x3A,0x1DA,12,10,B3,B1
1649,0x51DB,0x12DB,0x063D4,0x061B0,0x3A,0x1DB,0F,12,B1,B4
1656,0x51E2,0x12E2,0x063CD,0x061B0,0x3A,0x1E2,10,60,B9,09
1657,0x51E3,0x12E3,0x063CC,0x061B0,0x3A,0x1E3,12,26,BC,D0
1658,0x51E4,0x12E4,0x063CB,0x061B0,0x3A,0x1E4,30,C0,DB,6B
1659,0x51E5,0x12E5,0x063CA,0x061B0,0x3A,0x1E5,14,26,C0,D2
1661,0x51E7,0x12E7,0x063C8,0x061B0,0x3A,0x1E7,12,26,C0,D4
1662,0x51E8,0x12E8,0x063C7,0x061B0,0x3A,0x1E8,10,30,BF,DF
1663,0x51E9,0x12E9,0x063C6,0x061B0,0x3A,0x1E9,12,27,C2,D7
1664,0x51EA,0x12EA,0x063C5,0x061B0,0x3A,0x1EA,20,80,D1,31
1666,0x51EC,0x12EC,0x063C3,0x061B0,0x3A,0x1EC,70,10,23,C3
1667,0x51ED,0x12ED,0x063C2,0x061B0,0x3A,0x1ED,26,12,DA,C6
1668,0x51EE,0x12EE,0x063C1,0x061B0,0x3A,0x1EE,D0,F0,85,A5
1670,0x51F0,0x12F0,0x063BF,0x061B0,0x3A,0x1F0,10,60,C7,17
1671,0x51F1,0x12F1,0x063BE,0x061B0,0x3A,0x1F1,12,26,CA,DE
1675,0x51F5,0x12F5,0x063BA,0x061B0,0x3A,0x1F5,14,27,D0,E3
1676,0x51F6,0x12F6,0x063B9,0x061B0,0x3A,0x1F6,10,70,CD,2D
1677,0x51F7,0x12F7,0x063B8,0x061B0,0x3A,0x1F7,12,27,D0,E5
1678,0x51F8,0x12F8,0x063B7,0x061B0,0x3A,0x1F8,10,F0,CF,AF
1679,0x51F9,0x12F9,0x063B6,0x061B0,0x3A,0x1F9,12,26,D2,E6
1680,0x51FA,0x12FA,0x063B5,0x061B0,0x3A,0x1FA,10,20,D1,E1
1681,0x51FB,0x12FB,0x063B4,0x061B0,0x3A,0x1FB,12,27,D4,E9
1682,0x51FC,0x12FC,0x063B3,0x061B0,0x3A,0x1FC,10,40,D3,03
1683,0x51FD,0x12FD,0x063B2,0x061B0,0x3A,0x1FD,12,26,D6,EA
1696,0x520A,0x130A,0x063A5,0x061B0,0x3A,0x20A,10,C0,E2,92
1697,0x520B,0x130B,0x063A4,0x061B0,0x3A,0x20B,12,26,E5,F9
1698,0x520C,0x130C,0x063A3,0x061B0,0x3A,0x20C,10,F0,E4,C4
1699,0x520D,0x130D,0x063A2,0x061B0,0x3A,0x20D,12,26,E7,FB
1700,0x520E,0x130E,0x063A1,0x061B0,0x3A,0x20E,10,E0,E6,B6
1701,0x520F,0x130F,0x063A0,0x061B0,0x3A,0x20F,12,26,E9,FD
1702,0x5210,0x1310,0x0639F,0x061B0,0x3A,0x210,10,50,E8,28
1703,0x5211,0x1311,0x0639E,0x061B0,0x3A,0x211,12,26,EB,FF
1704,0x5212,0x1312,0x0639D,0x061B0,0x3A,0x212,10,C0,EA,9A
1705,0x5213,0x1313,0x0639C,0x061B0,0x3A,0x213,12,26,ED,01
1708,0x5216,0x1316,0x06399,0x061B0,0x3A,0x216,10,30,EE,0E
1709,0x5217,0x1317,0x06398,0x061B0,0x3A,0x217,12,27,F1,06
1710,0x5218,0x1318,0x06397,0x061B0,0x3A,0x218,10,30,F0,10
1711,0x5219,0x1319,0x06396,0x061B0,0x3A,0x219,12,27,F3,08
1712,0x521A,0x131A,0x06395,0x061B0,0x3A,0x21A,10,F0,F2,D2
1713,0x521B,0x131B,0x06394,0x061B0,0x3A,0x21B,12,26,F5,09
1714,0x521C,0x131C,0x06393,0x061B0,0x3A,0x21C,10,C0,F4,A4
1715,0x521D,0x131D,0x06392,0x061B0,0x3A,0x21D,12,26,F7,0B
1716,0x521E,0x131E,0x06391,0x061B0,0x3A,0x21E,10,40,F6,26
1717,0x521F,0x131F,0x06390,0x061B0,0x3A,0x21F,12,26,F9,0D
1718,0x5220,0x1320,0x0638F,0x061B0,0x3A,0x220,10,50,F8,38
1719,0x5221,0x1321,0x0638E,0x061B0,0x3A,0x221,12,26,FB,0F
1720,0x5222,0x1322,0x0638D,0x061B0,0x3A,0x222,10,50,FA,3A
1721,0x5223,0x1323,0x0638C,0x061B0,0x3A,0x223,12,26,FD,11
1734,0x5230,0x1330,0x0637F,0x061B0,0x3A,0x230,60,10,58,08
1735,0x5231,0x1331,0x0637E,0x061B0,0x3A,0x231,26,12,1F,0B
1736,0x5232,0x1332,0x0637D,0x061B0,0x3A,0x232,C0,20,BA,1A
1737,0x5233,0x1333,0x0637C,0x061B0,0x3A,0x233,26,27,21,22
1738,0x5234,0x1334,0x0637B,0x061B0,0x3A,0x234,10,40,0C,3C
1740,0x5236,0x1336,0x06379,0x061B0,0x3A,0x236,30,50,2E,4E
1741,0x5237,0x1337,0x06378,0x061B0,0x3A,0x237,27,26,26,25
1742,0x5238,0x1338,0x06377,0x061B0,0x3A,0x238,80,10,80,10
1744,0x523A,0x133A,0x06375,0x061B0,0x3A,0x23A,10,40,12,42
1745,0x523B,0x133B,0x06374,0x061B0,0x3A,0x23B,12,27,15,2A
1746,0x523C,0x133C,0x06373,0x061B0,0x3A,0x23C,F0,80,F4,84
1748,0x523E,0x133E,0x06371,0x061B0,0x3A,0x23E,60,30,66,36
1749,0x523F,0x133F,0x06370,0x061B0,0x3A,0x23F,26,27,2D,2E
1752,0x5242,0x1342,0x0636D,0x061B0,0x3A,0x242,30,70,3A,7A
1754,0x5244,0x1344,0x0636B,0x061B0,0x3A,0x244,70,80,7C,8C
1755,0x5245,0x1345,0x0636A,0x061B0,0x3A,0x245,27,26,34,33
1756,0x5246,0x1346,0x06369,0x061B0,0x3A,0x246,F0,50,FE,5E
1758,0x5248,0x1348,0x06367,0x061B0,0x3A,0x248,20,30,30,40
1760,0x524A,0x134A,0x06365,0x061B0,0x3A,0x24A,40,00,52,12
1761,0x524B,0x134B,0x06364,0x061B0,0x3A,0x24B,26,27,39,3A
1762,0x524C,0x134C,0x06363,0x061B0,0x3A,0x24C,10,50,24,64
1763,0x524D,0x134D,0x06362,0x061B0,0x3A,0x24D,12,26,27,3B
1764,0x524E,0x134E,0x06361,0x061B0,0x3A,0x24E,10,20,26,36
1765,0x524F,0x134F,0x06360,0x061B0,0x3A,0x24F,12,27,29,3E
1774,0x5258,0x1358,0x06357,0x061B0,0x3A,0x258,C0,10,E0,30
1775,0x5259,0x1359,0x06356,0x061B0,0x3A,0x259,26,12,47,33
1776,0x525A,0x135A,0x06355,0x061B0,0x3A,0x25A,F0,40,12,62
1777,0x525B,0x135B,0x06354,0x061B0,0x3A,0x25B,26,27,49,4A
1778,0x525C,0x135C,0x06353,0x061B0,0x3A,0x25C,E0,80,04,A4
1780,0x525E,0x135E,0x06351,0x061B0,0x3A,0x25E,C0,50,E6,76
1782,0x5260,0x1360,0x0634F,0x061B0,0x3A,0x260,90,10,B8,38
1783,0x5261,0x1361,0x0634E,0x061B0,0x3A,0x261,27,12,50,3B
1784,0x5262,0x1362,0x0634D,0x061B0,0x3A,0x262,10,70,3A,9A
1785,0x5263,0x1363,0x0634C,0x061B0,0x3A,0x263,12,27,3D,52
1786,0x5264,0x1364,0x0634B,0x061B0,0x3A,0x264,30,50,5C,7C
1787,0x5265,0x1365,0x0634A,0x061B0,0x3A,0x265,27,26,54,53
1788,0x5266,0x1366,0x06349,0x061B0,0x3A,0x266,F0,C0,1E,EE
1790,0x5268,0x1368,0x06347,0x061B0,0x3A,0x268,C0,40,F0,70
1792,0x526A,0x136A,0x06345,0x061B0,0x3A,0x26A,40,50,72,82
1794,0x526C,0x136C,0x06343,0x061B0,0x3A,0x26C,90,20,C4,54
1795,0x526D,0x136D,0x06342,0x061B0,0x3A,0x26D,26,27,5B,5C
1796,0x526E,0x136E,0x06341,0x061B0,0x3A,0x26E,50,E0,86,16
1798,0x5270,0x1370,0x0633F,0x061B0,0x3A,0x270,20,50,58,88
1799,0x5271,0x1371,0x0633E,0x061B0,0x3A,0x271,27,26,60,5F
1800,0x5272,0x1372,0x0633D,0x061B0,0x3A,0x272,10,30,4A,6A
1801,0x5273,0x1373,0x0633C,0x061B0,0x3A,0x273,12,27,4D,62
1802,0x5274,0x1374,0x0633B,0x061B0,0x3A,0x274,10,30,4C,6C
1803,0x5275,0x1375,0x0633A,0x061B0,0x3A,0x275,12,27,4F,64
1814,0x5280,0x1380,0x0632F,0x061B0,0x3A,0x280,40,10,88,58
1815,0x5281,0x1381,0x0632E,0x061B0,0x3A,0x281,26,12,6F,5B
1816,0x5282,0x1382,0x0632D,0x061B0,0x3A,0x282,50,40,9A,8A
1820,0x5286,0x1386,0x06329,0x061B0,0x3A,0x286,40,20,8E,6E
1822,0x5288,0x1388,0x06327,0x061B0,0x3A,0x288,80,B0,D0,00
1824,0x528A,0x138A,0x06325,0x061B0,0x3A,0x28A,70,10,C2,62
1825,0x528B,0x138B,0x06324,0x061B0,0x3A,0x28B,22,12,75,65
1826,0x528C,0x138C,0x06323,0x061B0,0x3A,0x28C,30,60,84,B4
1827,0x528D,0x138D,0x06322,0x061B0,0x3A,0x28D,27,26,7C,7B
1828,0x528E,0x138E,0x06321,0x061B0,0x3A,0x28E,10,F0,66,46
1829,0x528F,0x138F,0x06320,0x061B0,0x3A,0x28F,12,26,69,7D
1830,0x5290,0x1390,0x0631F,0x061B0,0x3A,0x290,70,20,C8,78
1832,0x5292,0x1392,0x0631D,0x061B0,0x3A,0x292,80,50,DA,AA
1834,0x5294,0x1394,0x0631B,0x061B0,0x3A,0x294,90,30,EC,8C
1835,0x5295,0x1395,0x0631A,0x061B0,0x3A,0x295,26,27,83,84
1836,0x5296,0x1396,0x06319,0x061B0,0x3A,0x296,30,40,8E,9E
1838,0x5298,0x1398,0x06317,0x061B0,0x3A,0x298,00,10,60,70
1839,0x5299,0x1399,0x06316,0x061B0,0x3A,0x299,27,12,88,73
1840,0x529A,0x139A,0x06315,0x061B0,0x3A,0x29A,50,10,B2,72
1841,0x529B,0x139B,0x06314,0x061B0,0x3A,0x29B,26,12,89,75
1842,0x529C,0x139C,0x06313,0x061B0,0x3A,0x29C,20,10,84,74
1843,0x529D,0x139D,0x06312,0x061B0,0x3A,0x29D,27,12,8C,77
1854,0x52A8,0x13A8,0x06307,0x061B0,0x3A,0x2A8,40,10,B0,80
1855,0x52A9,0x13A9,0x06306,0x061B0,0x3A,0x2A9,27,12,98,83
1856,0x52AA,0x13AA,0x06305,0x061B0,0x3A,0x2AA,80,30,F2,A2
1860,0x52AE,0x13AE,0x06301,0x061B0,0x3A,0x2AE,10,C0,86,36
1861,0x52AF,0x13AF,0x06300,0x061B0,0x3A,0x2AF,12,26,89,9D
1862,0x52B0,0x13B0,0x062FF,0x061B0,0x3A,0x2B0,70,C0,E8,38
1863,0x52B1,0x13B1,0x062FE,0x061B0,0x3A,0x2B1,27,26,A0,9F
1864,0x52B2,0x13B2,0x062FD,0x061B0,0x3A,0x2B2,90,50,0A,CA
1865,0x52B3,0x13B3,0x062FC,0x061B0,0x3A,0x2B3,26,27,A1,A2
1868,0x52B6,0x13B6,0x062F9,0x061B0,0x3A,0x2B6,40,10,BE,8E
1870,0x52B8,0x13B8,0x062F7,0x061B0,0x3A,0x2B8,50,20,D0,A0
1871,0x52B9,0x13B9,0x062F6,0x061B0,0x3A,0x2B9,26,27,A7,A8
1872,0x52BA,0x13BA,0x062F5,0x061B0,0x3A,0x2BA,20,10,A2,92
1873,0x52BB,0x13BB,0x062F4,0x061B0,0x3A,0x2BB,27,12,AA,95
1874,0x52BC,0x13BC,0x062F3,0x061B0,0x3A,0x2BC,E0,40,64,C4
1875,0x52BD,0x13BD,0x062F2,0x061B0,0x3A,0x2BD,26,27,AB,AC
1882,0x52C4,0x13C4,0x062EB,0x061B0,0x3A,0x2C4,10,50,9C,DC
1883,0x52C5,0x13C5,0x062EA,0x061B0,0x3A,0x2C5,12,27,9F,B4
1884,0x52C6,0x13C6,0x062E9,0x061B0,0x3A,0x2C6,10,50,9E,DE
1885,0x52C7,0x13C7,0x062E8,0x061B0,0x3A,0x2C7,12,26,A1,B5
1892,0x52CE,0x13CE,0x062E1,0x061B0,0x3A,0x2CE,10,0F,A6,A5
1893,0x52CF,0x13CF,0x062E0,0x061B0,0x3A,0x2CF,12,10,A9,A7
1894,0x52D0,0x13D0,0x062DF,0x061B0,0x3A,0x2D0,40,12,D8,AA
1895,0x52D1,0x13D1,0x062DE,0x061B0,0x3A,0x2D1,26,10,BF,A9
1896,0x52D2,0x13D2,0x062DD,0x061B0,0x3A,0x2D2,10,12,AA,AC
1897,0x52D3,0x13D3,0x062DC,0x061B0,0x3A,0x2D3,26,40,C1,DB
1898,0x52D4,0x13D4,0x062DB,0x061B0,0x3A,0x2D4,20,26,BC,C2
1899,0x52D5,0x13D5,0x062DA,0x061B0,0x3A,0x2D5,27,50,C4,ED
1900,0x52D6,0x13D6,0x062D9,0x061B0,0x3A,0x2D6,B0,26,4E,C4
1901,0x52D7,0x13D7,0x062D8,0x061B0,0x3A,0x2D7,26,10,C5,AF
1902,0x52D8,0x13D8,0x062D7,0x061B0,0x3A,0x2D8,10,26,B0,C6
1903,0x52D9,0x13D9,0x062D6,0x061B0,0x3A,0x2D9,12,40,B3,E1
1904,0x52DA,0x13DA,0x062D5,0x061B0,0x3A,0x2DA,60,27,02,C9
1905,0x52DB,0x13DB,0x062D4,0x061B0,0x3A,0x2DB,26,80,C9,23
1906,0x52DC,0x13DC,0x062D3,0x061B0,0x3A,0x2DC,F0,26,94,CA
1907,0x52DD,0x13DD,0x062D2,0x061B0,0x3A,0x2DD,26,10,CB,B5
1908,0x52DE,0x13DE,0x062D1,0x061B0,0x3A,0x2DE,20,12,C6,B8
1909,0x52DF,0x13DF,0x062D0,0x061B0,0x3A,0x2DF,27,A0,CE,47
1910,0x52E0,0x13E0,0x062CF,0x061B0,0x3A,0x2E0,50,27,F8,CF
1911,0x52E1,0x13E1,0x062CE,0x061B0,0x3A,0x2E1,26,F0,CF,99
1912,0x52E2,0x13E2,0x062CD,0x061B0,0x3A,0x2E2,30,26,DA,D0
1913,0x52E3,0x13E3,0x062CC,0x061B0,0x3A,0x2E3,27,E0,D2,8B
1914,0x52E4,0x13E4,0x062CB,0x061B0,0x3A,0x2E4,40,26,EC,D2
1915,0x52E5,0x13E5,0x062CA,0x061B0,0x3A,0x2E5,27,50,D4,FD
1916,0x52E6,0x13E6,0x062C9,0x061B0,0x3A,0x2E6,10,26,BE,D4
1917,0x52E7,0x13E7,0x062C8,0x061B0,0x3A,0x2E7,12,10,C1,BF
1918,0x52E8,0x13E8,0x062C7,0x061B0,0x3A,0x2E8,10,12,C0,C2
1919,0x52E9,0x13E9,0x062C6,0x061B0,0x3A,0x2E9,12,10,C3,C1
1920,0x52EA,0x13EA,0x062C5,0x061B0,0x3A,0x2EA,10,12,C2,C4
1921,0x52EB,0x13EB,0x062C4,0x061B0,0x3A,0x2EB,12,10,C5,C3
1922,0x52EC,0x13EC,0x062C3,0x061B0,0x3A,0x2EC,10,12,C4,C6
1923,0x52ED,0x13ED,0x062C2,0x061B0,0x3A,0x2ED,12,10,C7,C5
1924,0x52EE,0x13EE,0x062C1,0x061B0,0x3A,0x2EE,10,12,C6,C8
1925,0x52EF,0x13EF,0x062C0,0x061B0,0x3A,0x2EF,12,10,C9,C7
1926,0x52F0,0x13F0,0x062BF,0x061B0,0x3A,0x2F0,10,12,C8,CA
1927,0x52F1,0x13F1,0x062BE,0x061B0,0x3A,0x2F1,12,10,CB,C9
1928,0x52F2,0x13F2,0x062BD,0x061B0,0x3A,0x2F2,10,12,CA,CC
1929,0x52F3,0x13F3,0x062BC,0x061B0,0x3A,0x2F3,12,10,CD,CB
1930,0x52F4,0x13F4,0x062BB,0x061B0,0x3A,0x2F4,10,12,CC,CE
1931,0x52F5,0x13F5,0x062BA,0x061B0,0x3A,0x2F5,12,10,CF,CD
1932,0x52F6,0x13F6,0x062B9,0x061B0,0x3A,0x2F6,10,12,CE,D0
1933,0x52F7,0x13F7,0x062B8,0x061B0,0x3A,0x2F7,12,10,D1,CF
1934,0x52F8,0x13F8,0x062B7,0x061B0,0x3A,0x2F8,30,12,F0,D2
1935,0x52F9,0x13F9,0x062B6,0x061B0,0x3A,0x2F9,26,10,E7,D1
1936,0x52FA,0x13FA,0x062B5,0x061B0,0x3A,0x2FA,50,12,12,D4
1937,0x52FB,0x13FB,0x062B4,0x061B0,0x3A,0x2FB,26,F0,E9,B3
1938,0x52FC,0x13FC,0x062B3,0x061B0,0x3A,0x2FC,C0,26,84,EA
1939,0x52FD,0x13FD,0x062B2,0x061B0,0x3A,0x2FD,26,70,EB,35
1940,0x52FE,0x13FE,0x062B1,0x061B0,0x3A,0x2FE,C0,26,86,EC
1941,0x52FF,0x13FF,0x062B0,0x061B0,0x3A,0x2FF,26,20,EE,E8
1942,0x5300,0x1400,0x062AF,0x061B0,0x3A,0x300,50,27,19,F0
1943,0x5301,0x1401,0x062AE,0x061B0,0x3A,0x301,27,50,F1,1A
1944,0x5302,0x1402,0x062AD,0x061B0,0x3A,0x302,C0,26,8B,F1
1945,0x5303,0x1403,0x062AC,0x061B0,0x3A,0x303,26,10,F2,DC
1946,0x5304,0x1404,0x062AB,0x061B0,0x3A,0x304,10,12,DD,DF
1947,0x5305,0x1405,0x062AA,0x061B0,0x3A,0x305,26,20,F4,EE
1948,0x5306,0x1406,0x062A9,0x061B0,0x3A,0x306,20,26,EF,F5
1949,0x5307,0x1407,0x062A8,0x061B0,0x3A,0x307,27,10,F7,E0
1950,0x5308,0x1408,0x062A7,0x061B0,0x3A,0x308,10,26,E1,F7
1951,0x5309,0x1409,0x062A6,0x061B0,0x3A,0x309,12,40,E4,12
1952,0x530A,0x140A,0x062A5,0x061B0,0x3A,0x30A,40,27,13,FA
1953,0x530B,0x140B,0x062A4,0x061B0,0x3A,0x30B,27,40,FB,14
1954,0x530C,0x140C,0x062A3,0x061B0,0x3A,0x30C,90,27,65,FC
1955,0x530D,0x140D,0x062A2,0x061B0,0x3A,0x30D,26,C0,FC,96
1956,0x530E,0x140E,0x062A1,0x061B0,0x3A,0x30E,30,26,07,FD
1957,0x530F,0x140F,0x062A0,0x061B0,0x3A,0x30F,27,50,FF,28
1958,0x5310,0x1410,0x0629F,0x061B0,0x3A,0x310,30,26,09,FF
1959,0x5311,0x1411,0x0629E,0x061B0,0x3A,0x311,27,10,01,EA
1960,0x5312,0x1412,0x0629D,0x061B0,0x3A,0x312,50,12,2B,ED
1961,0x5313,0x1413,0x0629C,0x061B0,0x3A,0x313,27,10,03,EC
1962,0x5314,0x1414,0x0629B,0x061B0,0x3A,0x314,50,12,2D,EF
1963,0x5315,0x1415,0x0629A,0x061B0,0x3A,0x315,26,10,04,EE
1964,0x5316,0x1416,0x06299,0x061B0,0x3A,0x316,10,12,EF,F1
1965,0x5317,0x1417,0x06298,0x061B0,0x3A,0x317,12,10,F2,F0
1966,0x5318,0x1418,0x06297,0x061B0,0x3A,0x318,10,12,F1,F3
1967,0x5319,0x1419,0x06296,0x061B0,0x3A,0x319,12,10,F4,F2
1968,0x531A,0x141A,0x06295,0x061B0,0x3A,0x31A,10,12,F3,F5
1969,0x531B,0x141B,0x06294,0x061B0,0x3A,0x31B,12,10,F6,F4
1970,0x531C,0x141C,0x06293,0x061B0,0x3A,0x31C,0F,12,F4,F7
1975,0x5321,0x1421,0x0628E,0x061B0,0x3A,0x321,40,10,2A,FA
1976,0x5322,0x1422,0x0628D,0x061B0,0x3A,0x322,26,12,11,FD
1977,0x5323,0x1423,0x0628C,0x061B0,0x3A,0x323,50,30,3C,1C
1978,0x5324,0x1424,0x0628B,0x061B0,0x3A,0x324,26,27,13,14
