global_index,SUB_addr,MAIN_addr,disk_offset,payload_start,sector_key,sector_local_index,decoded_old,decoded_new,raw_old,raw_new
2504,0x5532,0x1632,0x0688D,0x065C0,0x3A,0x132,10,20,09,19
2505,0x5533,0x1633,0x0688C,0x065C0,0x3A,0x133,12,10,0C,0A
2506,0x5534,0x1634,0x0688B,0x065C0,0x3A,0x134,10,12,0B,0D
2507,0x5535,0x1635,0x0688A,0x065C0,0x3A,0x135,12,10,0E,0C
2508,0x5536,0x1636,0x06889,0x065C0,0x3A,0x136,10,12,0D,0F
2509,0x5537,0x1637,0x06888,0x065C0,0x3A,0x137,12,50,10,4E
2510,0x5538,0x1638,0x06887,0x065C0,0x3A,0x138,10,E3,0F,E2
2511,0x5539,0x1639,0x06886,0x065C0,0x3A,0x139,12,B0,12,B0
2512,0x553A,0x163A,0x06885,0x065C0,0x3A,0x13A,10,24,11,25
2513,0x553B,0x163B,0x06884,0x065C0,0x3A,0x13B,12,E0,14,E2
2514,0x553C,0x163C,0x06883,0x065C0,0x3A,0x13C,10,9F,13,A2
2515,0x553D,0x163D,0x06882,0x065C0,0x3A,0x13D,12,10,16,14
2516,0x553E,0x163E,0x06881,0x065C0,0x3A,0x13E,B0,12,B5,17
2517,0x553F,0x163F,0x06880,0x065C0,0x3A,0x13F,49,10,4F,16
2518,0x5540,0x1640,0x0687F,0x065C0,0x3A,0x140,40,12,47,19
2519,0x5541,0x1641,0x0687E,0x065C0,0x3A,0x141,66,80,6E,88
2520,0x5542,0x1642,0x0687D,0x065C0,0x3A,0x142,10,E6,19,EF
2521,0x5543,0x1643,0x0687C,0x065C0,0x3A,0x143,12,70,1C,7A
2522,0x5544,0x1644,0x0687B,0x065C0,0x3A,0x144,00,E6,0B,F1
2523,0x5545,0x1645,0x0687A,0x065C0,0x3A,0x145,73,10,7F,1C
2524,0x5546,0x1646,0x06879,0x065C0,0x3A,0x146,10,12,1D,1F
2525,0x5547,0x1647,0x06878,0x065C0,0x3A,0x147,12,10,20,1E
2526,0x5548,0x1648,0x06877,0x065C0,0x3A,0x148,10,12,1F,21
2527,0x5549,0x1649,0x06876,0x065C0,0x3A,0x149,12,10,22,20
2528,0x554A,0x164A,0x06875,0x065C0,0x3A,0x14A,10,12,21,23
2529,0x554B,0x164B,0x06874,0x065C0,0x3A,0x14B,12,10,24,22
2530,0x554C,0x164C,0x06873,0x065C0,0x3A,0x14C,10,12,23,25
2531,0x554D,0x164D,0x06872,0x065C0,0x3A,0x14D,12,10,26,24
2532,0x554E,0x164E,0x06871,0x065C0,0x3A,0x14E,10,12,25,27
2533,0x554F,0x164F,0x06870,0x065C0,0x3A,0x14F,12,10,28,26
2534,0x5550,0x1650,0x0686F,0x065C0,0x3A,0x150,10,12,27,29
2535,0x5551,0x1651,0x0686E,0x065C0,0x3A,0x151,12,10,2A,28
2536,0x5552,0x1652,0x0686D,0x065C0,0x3A,0x152,10,12,29,2B
2537,0x5553,0x1653,0x0686C,0x065C0,0x3A,0x153,12,10,2C,2A
2538,0x5554,0x1654,0x0686B,0x065C0,0x3A,0x154,10,12,2B,2D
2539,0x5555,0x1655,0x0686A,0x065C0,0x3A,0x155,12,10,2E,2C
2540,0x5556,0x1656,0x06869,0x065C0,0x3A,0x156,10,12,2D,2F
2541,0x5557,0x1657,0x06868,0x065C0,0x3A,0x157,12,10,30,2E
2542,0x5558,0x1658,0x06867,0x065C0,0x3A,0x158,10,12,2F,31
2543,0x5559,0x1659,0x06866,0x065C0,0x3A,0x159,12,10,32,30
2544,0x555A,0x165A,0x06865,0x065C0,0x3A,0x15A,10,12,31,33
2545,0x555B,0x165B,0x06864,0x065C0,0x3A,0x15B,12,10,34,32
2546,0x555C,0x165C,0x06863,0x065C0,0x3A,0x15C,10,12,33,35
2547,0x555D,0x165D,0x06862,0x065C0,0x3A,0x15D,12,10,36,34
2548,0x555E,0x165E,0x06861,0x065C0,0x3A,0x15E,10,12,35,37
2549,0x555F,0x165F,0x06860,0x065C0,0x3A,0x15F,12,10,38,36
2550,0x5560,0x1660,0x0685F,0x065C0,0x3A,0x160,10,12,37,39
2551,0x5561,0x1661,0x0685E,0x065C0,0x3A,0x161,12,10,3A,38
2552,0x5562,0x1662,0x0685D,0x065C0,0x3A,0x162,10,12,39,3B
2553,0x5563,0x1663,0x0685C,0x065C0,0x3A,0x163,12,10,3C,3A
2554,0x5564,0x1664,0x0685B,0x065C0,0x3A,0x164,10,12,3B,3D
2555,0x5565,0x1665,0x0685A,0x065C0,0x3A,0x165,12,10,3E,3C
2556,0x5566,0x1666,0x06859,0x065C0,0x3A,0x166,B0,12,DD,3F
2557,0x5567,0x1667,0x06858,0x065C0,0x3A,0x167,E0,10,0E,3E
2558,0x5568,0x1668,0x06857,0x065C0,0x3A,0x168,40,12,6F,41
2559,0x5569,0x1669,0x06856,0x065C0,0x3A,0x169,8A,10,BA,40
2560,0x556A,0x166A,0x06855,0x065C0,0x3A,0x16A,10,12,41,43
2561,0x556B,0x166B,0x06854,0x065C0,0x3A,0x16B,12,10,44,42
2562,0x556C,0x166C,0x06853,0x065C0,0x3A,0x16C,C0,12,F3,45
2563,0x556D,0x166D,0x06852,0x065C0,0x3A,0x16D,B2,10,E6,44
2564,0x556E,0x166E,0x06851,0x065C0,0x3A,0x16E,30,12,65,47
2565,0x556F,0x166F,0x06850,0x065C0,0x3A,0x16F,78,10,AE,46
2566,0x5570,0x1670,0x0684F,0x065C0,0x3A,0x170,10,12,47,49
2567,0x5571,0x1671,0x0684E,0x065C0,0x3A,0x171,12,10,4A,48
2568,0x5572,0x1672,0x0684D,0x065C0,0x3A,0x172,10,12,49,4B
2569,0x5573,0x1673,0x0684C,0x065C0,0x3A,0x173,12,10,4C,4A
2570,0x5574,0x1674,0x0684B,0x065C0,0x3A,0x174,10,12,4B,4D
2571,0x5575,0x1675,0x0684A,0x065C0,0x3A,0x175,12,10,4E,4C
2572,0x5576,0x1676,0x06849,0x065C0,0x3A,0x176,0F,12,4C,4F
2575,0x5579,0x1679,0x06846,0x065C0,0x3A,0x179,30,10,70,50
2576,0x557A,0x167A,0x06845,0x065C0,0x3A,0x17A,8C,12,CD,53
2577,0x557B,0x167B,0x06844,0x065C0,0x3A,0x17B,C0,20,02,62
2578,0x557C,0x167C,0x06843,0x065C0,0x3A,0x17C,F8,E2,3B,25
2579,0x557D,0x167D,0x06842,0x065C0,0x3A,0x17D,A0,90,E4,D4
2580,0x557E,0x167E,0x06841,0x065C0,0x3A,0x17E,F1,DE,36,23
2582,0x5580,0x1680,0x0683F,0x065C0,0x3A,0x180,A4,E2,EB,29
2589,0x5587,0x1687,0x06838,0x065C0,0x3A,0x187,10,50,5E,9E
2590,0x5588,0x1688,0x06837,0x065C0,0x3A,0x188,12,E3,61,32
2591,0x5589,0x1689,0x06836,0x065C0,0x3A,0x189,10,00,60,50
2592,0x558A,0x168A,0x06835,0x065C0,0x3A,0x18A,12,6C,63,BD
2593,0x558B,0x168B,0x06834,0x065C0,0x3A,0x18B,10,C0,62,12
2594,0x558C,0x168C,0x06833,0x065C0,0x3A,0x18C,12,3F,65,92
2597,0x558F,0x168F,0x06830,0x065C0,0x3A,0x18F,90,10,E6,66
2598,0x5590,0x1690,0x0682F,0x065C0,0x3A,0x190,51,12,A8,69
2599,0x5591,0x1691,0x0682E,0x065C0,0x3A,0x191,10,60,68,B8
2600,0x5592,0x1692,0x0682D,0x065C0,0x3A,0x192,12,E5,6B,3E
2601,0x5593,0x1693,0x0682C,0x065C0,0x3A,0x193,10,D0,6A,2A
2602,0x5594,0x1694,0x0682B,0x065C0,0x3A,0x194,12,31,6D,8C
2603,0x5595,0x1695,0x0682A,0x065C0,0x3A,0x195,E0,A0,3C,FC
2604,0x5596,0x1696,0x06829,0x065C0,0x3A,0x196,F2,E6,4F,43
2613,0x559F,0x169F,0x06820,0x065C0,0x3A,0x19F,10,0F,76,75
2614,0x55A0,0x16A0,0x0681F,0x065C0,0x3A,0x1A0,12,10,79,77
2615,0x55A1,0x16A1,0x0681E,0x065C0,0x3A,0x1A1,10,12,78,7A
2616,0x55A2,0x16A2,0x0681D,0x065C0,0x3A,0x1A2,12,10,7B,79
2617,0x55A3,0x16A3,0x0681C,0x065C0,0x3A,0x1A3,10,12,7A,7C
2618,0x55A4,0x16A4,0x0681B,0x065C0,0x3A,0x1A4,12,10,7D,7B
2619,0x55A5,0x16A5,0x0681A,0x065C0,0x3A,0x1A5,10,12,7C,7E
2620,0x55A6,0x16A6,0x06819,0x065C0,0x3A,0x1A6,12,10,7F,7D
2621,0x55A7,0x16A7,0x06818,0x065C0,0x3A,0x1A7,10,12,7E,80
2622,0x55A8,0x16A8,0x06817,0x065C0,0x3A,0x1A8,12,30,81,9F
2623,0x55A9,0x16A9,0x06816,0x065C0,0x3A,0x1A9,10,14,80,84
2624,0x55AA,0x16AA,0x06815,0x065C0,0x3A,0x1AA,12,10,83,81
2625,0x55AB,0x16AB,0x06814,0x065C0,0x3A,0x1AB,10,12,82,84
2626,0x55AC,0x16AC,0x06813,0x065C0,0x3A,0x1AC,12,10,85,83
2627,0x55AD,0x16AD,0x06812,0x065C0,0x3A,0x1AD,10,E7,84,5B
2628,0x55AE,0x16AE,0x06811,0x065C0,0x3A,0x1AE,12,E0,87,55
2629,0x55AF,0x16AF,0x06810,0x065C0,0x3A,0x1AF,10,E5,86,5B
2630,0x55B0,0x16B0,0x0680F,0x065C0,0x3A,0x1B0,12,10,89,87
2631,0x55B1,0x16B1,0x0680E,0x065C0,0x3A,0x1B1,10,12,88,8A
2632,0x55B2,0x16B2,0x0680D,0x065C0,0x3A,0x1B2,12,70,8B,E9
2633,0x55B3,0x16B3,0x0680C,0x065C0,0x3A,0x1B3,10,3F,8A,B9
2634,0x55B4,0x16B4,0x0680B,0x065C0,0x3A,0x1B4,12,40,8D,BB
2635,0x55B5,0x16B5,0x0680A,0x065C0,0x3A,0x1B5,10,E2,8C,5E
2636,0x55B6,0x16B6,0x06809,0x065C0,0x3A,0x1B6,12,10,8F,8D
2637,0x55B7,0x16B7,0x06808,0x065C0,0x3A,0x1B7,10,E3,8E,61
2638,0x55B8,0x16B8,0x06807,0x065C0,0x3A,0x1B8,12,10,91,8F
2639,0x55B9,0x16B9,0x06806,0x065C0,0x3A,0x1B9,10,12,90,92
2640,0x55BA,0x16BA,0x06805,0x065C0,0x3A,0x1BA,12,30,93,B1
2641,0x55BB,0x16BB,0x06804,0x065C0,0x3A,0x1BB,10,14,92,96
2642,0x55BC,0x16BC,0x06803,0x065C0,0x3A,0x1BC,12,10,95,93
2643,0x55BD,0x16BD,0x06802,0x065C0,0x3A,0x1BD,10,12,94,96
2644,0x55BE,0x16BE,0x06801,0x065C0,0x3A,0x1BE,12,10,97,95
2645,0x55BF,0x16BF,0x06800,0x065C0,0x3A,0x1BF,10,12,96,98
2646,0x55C0,0x16C0,0x067FF,0x065C0,0x3A,0x1C0,12,10,99,97
2647,0x55C1,0x16C1,0x067FE,0x065C0,0x3A,0x1C1,10,12,98,9A
2648,0x55C2,0x16C2,0x067FD,0x065C0,0x3A,0x1C2,12,10,9B,99
2649,0x55C3,0x16C3,0x067FC,0x065C0,0x3A,0x1C3,10,12,9A,9C
2650,0x55C4,0x16C4,0x067FB,0x065C0,0x3A,0x1C4,12,10,9D,9B
2651,0x55C5,0x16C5,0x067FA,0x065C0,0x3A,0x1C5,10,12,9C,9E
2652,0x55C6,0x16C6,0x067F9,0x065C0,0x3A,0x1C6,12,10,9F,9D
2653,0x55C7,0x16C7,0x067F8,0x065C0,0x3A,0x1C7,10,12,9E,A0
2654,0x55C8,0x16C8,0x067F7,0x065C0,0x3A,0x1C8,12,10,A1,9F
2655,0x55C9,0x16C9,0x067F6,0x065C0,0x3A,0x1C9,F0,12,80,A2
2656,0x55CA,0x16CA,0x067F5,0x065C0,0x3A,0x1CA,1B,10,AC,A1
2657,0x55CB,0x16CB,0x067F4,0x065C0,0x3A,0x1CB,40,12,D2,A4
2658,0x55CC,0x16CC,0x067F3,0x065C0,0x3A,0x1CC,1A,10,AD,A3
2659,0x55CD,0x16CD,0x067F2,0x065C0,0x3A,0x1CD,80,12,14,A6
2660,0x55CE,0x16CE,0x067F1,0x065C0,0x3A,0x1CE,2A,10,BF,A5
2661,0x55CF,0x16CF,0x067F0,0x065C0,0x3A,0x1CF,B0,12,46,A8
2662,0x55D0,0x16D0,0x067EF,0x065C0,0x3A,0x1D0,3A,10,D1,A7
2663,0x55D1,0x16D1,0x067EE,0x065C0,0x3A,0x1D1,10,12,A8,AA
2664,0x55D2,0x16D2,0x067ED,0x065C0,0x3A,0x1D2,12,10,AB,A9
2665,0x55D3,0x16D3,0x067EC,0x065C0,0x3A,0x1D3,10,12,AA,AC
2666,0x55D4,0x16D4,0x067EB,0x065C0,0x3A,0x1D4,12,10,AD,AB
2667,0x55D5,0x16D5,0x067EA,0x065C0,0x3A,0x1D5,10,12,AC,AE
2668,0x55D6,0x16D6,0x067E9,0x065C0,0x3A,0x1D6,12,10,AF,AD
2669,0x55D7,0x16D7,0x067E8,0x065C0,0x3A,0x1D7,10,12,AE,B0
2670,0x55D8,0x16D8,0x067E7,0x065C0,0x3A,0x1D8,12,10,B1,AF
2671,0x55D9,0x16D9,0x067E6,0x065C0,0x3A,0x1D9,10,12,B0,B2
2672,0x55DA,0x16DA,0x067E5,0x065C0,0x3A,0x1DA,12,10,B3,B1
2673,0x55DB,0x16DB,0x067E4,0x065C0,0x3A,0x1DB,10,12,B2,B4
2674,0x55DC,0x16DC,0x067E3,0x065C0,0x3A,0x1DC,12,10,B5,B3
2675,0x55DD,0x16DD,0x067E2,0x065C0,0x3A,0x1DD,10,12,B4,B6
2676,0x55DE,0x16DE,0x067E1,0x065C0,0x3A,0x1DE,12,10,B7,B5
2677,0x55DF,0x16DF,0x067E0,0x065C0,0x3A,0x1DF,30,12,D6,B8
2678,0x55E0,0x16E0,0x067DF,0x065C0,0x3A,0x1E0,9D,10,44,B7
2679,0x55E1,0x16E1,0x067DE,0x065C0,0x3A,0x1E1,10,12,B8,BA
2680,0x55E2,0x16E2,0x067DD,0x065C0,0x3A,0x1E2,12,10,BB,B9
2681,0x55E3,0x16E3,0x067DC,0x065C0,0x3A,0x1E3,10,12,BA,BC
2682,0x55E4,0x16E4,0x067DB,0x065C0,0x3A,0x1E4,12,10,BD,BB
2683,0x55E5,0x16E5,0x067DA,0x065C0,0x3A,0x1E5,00,12,AC,BE
2684,0x55E6,0x16E6,0x067D9,0x065C0,0x3A,0x1E6,B2,10,5F,BD
2685,0x55E7,0x16E7,0x067D8,0x065C0,0x3A,0x1E7,90,12,3E,C0
2686,0x55E8,0x16E8,0x067D7,0x065C0,0x3A,0x1E8,F9,10,A8,BF
2687,0x55E9,0x16E9,0x067D6,0x065C0,0x3A,0x1E9,10,12,C0,C2
2688,0x55EA,0x16EA,0x067D5,0x065C0,0x3A,0x1EA,12,10,C3,C1
2689,0x55EB,0x16EB,0x067D4,0x065C0,0x3A,0x1EB,10,12,C2,C4
2690,0x55EC,0x16EC,0x067D3,0x065C0,0x3A,0x1EC,12,10,C5,C3
2691,0x55ED,0x16ED,0x067D2,0x065C0,0x3A,0x1ED,10,12,C4,C6
2692,0x55EE,0x16EE,0x067D1,0x065C0,0x3A,0x1EE,12,10,C7,C5
2693,0x55EF,0x16EF,0x067D0,0x065C0,0x3A,0x1EF,0F,12,C5,C8
2696,0x55F2,0x16F2,0x067CD,0x065C0,0x3A,0x1F2,10,20,C9,D9
2697,0x55F3,0x16F3,0x067CC,0x065C0,0x3A,0x1F3,12,30,CC,EA
2698,0x55F4,0x16F4,0x067CB,0x065C0,0x3A,0x1F4,10,00,CB,BB
2699,0x55F5,0x16F5,0x067CA,0x065C0,0x3A,0x1F5,12,DF,CE,9B
2700,0x55F6,0x16F6,0x067C9,0x065C0,0x3A,0x1F6,10,A0,CD,5D
2701,0x55F7,0x16F7,0x067C8,0x065C0,0x3A,0x1F7,12,DE,D0,9C
2702,0x55F8,0x16F8,0x067C7,0x065C0,0x3A,0x1F8,30,40,EF,FF
2703,0x55F9,0x16F9,0x067C6,0x065C0,0x3A,0x1F9,14,E6,D4,A6
2704,0x55FA,0x16FA,0x067C5,0x065C0,0x3A,0x1FA,10,70,D1,31
2705,0x55FB,0x16FB,0x067C4,0x065C0,0x3A,0x1FB,12,3F,D4,01
2706,0x55FC,0x16FC,0x067C3,0x065C0,0x3A,0x1FC,80,10,43,D3
2707,0x55FD,0x16FD,0x067C2,0x065C0,0x3A,0x1FD,6C,12,30,D6
2708,0x55FE,0x16FE,0x067C1,0x065C0,0x3A,0x1FE,F0,10,B5,D5
2709,0x55FF,0x16FF,0x067C0,0x065C0,0x3A,0x1FF,9C,12,63,D9
2710,0x5600,0x1700,0x067BF,0x065C0,0x3A,0x200,90,20,58,E8
2711,0x5601,0x1701,0x067BE,0x065C0,0x3A,0x201,1B,E2,E4,AB
2712,0x5602,0x1702,0x067BD,0x065C0,0x3A,0x202,F0,80,BA,4A
2713,0x5603,0x1703,0x067BC,0x065C0,0x3A,0x203,1B,E6,E6,B1
2714,0x5604,0x1704,0x067BB,0x065C0,0x3A,0x204,30,50,FC,1C
2715,0x5605,0x1705,0x067BA,0x065C0,0x3A,0x205,2A,E3,F7,B0
2716,0x5606,0x1706,0x067B9,0x065C0,0x3A,0x206,50,C0,1E,8E
2717,0x5607,0x1707,0x067B8,0x065C0,0x3A,0x207,2B,3F,FA,0E
2720,0x560A,0x170A,0x067B5,0x065C0,0x3A,0x20A,30,50,02,22
2721,0x560B,0x170B,0x067B4,0x065C0,0x3A,0x20B,14,39,E7,0C
2722,0x560C,0x170C,0x067B3,0x065C0,0x3A,0x20C,10,70,E4,44
2723,0x560D,0x170D,0x067B2,0x065C0,0x3A,0x20D,12,E6,E7,BB
2724,0x560E,0x170E,0x067B1,0x065C0,0x3A,0x20E,10,00,E6,D6
2725,0x560F,0x170F,0x067B0,0x065C0,0x3A,0x20F,12,E6,E9,BD
2750,0x5628,0x1728,0x06797,0x065C0,0x3A,0x228,10,C0,00,B0
2751,0x5629,0x1729,0x06796,0x065C0,0x3A,0x229,12,27,03,18
2752,0x562A,0x172A,0x06795,0x065C0,0x3A,0x22A,10,80,02,72
2753,0x562B,0x172B,0x06794,0x065C0,0x3A,0x22B,12,E6,05,D9
2754,0x562C,0x172C,0x06793,0x065C0,0x3A,0x22C,10,50,04,44
2755,0x562D,0x172D,0x06792,0x065C0,0x3A,0x22D,12,E3,07,D8
2756,0x562E,0x172E,0x06791,0x065C0,0x3A,0x22E,10,C0,06,B6
2757,0x562F,0x172F,0x06790,0x065C0,0x3A,0x22F,12,3F,09,36
2760,0x5632,0x1732,0x0678D,0x065C0,0x3A,0x232,10,B0,0A,AA
2761,0x5633,0x1733,0x0678C,0x065C0,0x3A,0x233,12,34,0D,2F
2763,0x5635,0x1735,0x0678A,0x065C0,0x3A,0x235,12,E2,0F,DF
2764,0x5636,0x1736,0x06789,0x065C0,0x3A,0x236,10,D0,0E,CE
2765,0x5637,0x1737,0x06788,0x065C0,0x3A,0x237,12,E6,11,E5
2776,0x5642,0x1742,0x0677D,0x065C0,0x3A,0x242,70,10,7A,1A
2777,0x5643,0x1743,0x0677C,0x065C0,0x3A,0x243,2A,12,35,1D
2778,0x5644,0x1744,0x0677B,0x065C0,0x3A,0x244,60,10,6C,1C
2779,0x5645,0x1745,0x0677A,0x065C0,0x3A,0x245,1B,12,28,1F
2780,0x5646,0x1746,0x06779,0x065C0,0x3A,0x246,40,10,4E,1E
2781,0x5647,0x1747,0x06778,0x065C0,0x3A,0x247,1A,12,29,21
2782,0x5648,0x1748,0x06777,0x065C0,0x3A,0x248,30,10,40,20
2783,0x5649,0x1749,0x06776,0x065C0,0x3A,0x249,3B,12,4C,23
2784,0x564A,0x174A,0x06775,0x065C0,0x3A,0x24A,F0,10,02,22
2785,0x564B,0x174B,0x06774,0x065C0,0x3A,0x24B,3A,12,4D,25
2786,0x564C,0x174C,0x06773,0x065C0,0x3A,0x24C,C0,10,D4,24
2787,0x564D,0x174D,0x06772,0x065C0,0x3A,0x24D,13,12,28,27
2788,0x564E,0x174E,0x06771,0x065C0,0x3A,0x24E,F0,10,06,26
2789,0x564F,0x174F,0x06770,0x065C0,0x3A,0x24F,1A,12,31,29
2790,0x5650,0x1750,0x0676F,0x065C0,0x3A,0x250,90,A0,A8,B8
2791,0x5651,0x1751,0x0676E,0x065C0,0x3A,0x251,1B,E6,34,FF
2792,0x5652,0x1752,0x0676D,0x065C0,0x3A,0x252,10,00,2A,1A
2793,0x5653,0x1753,0x0676C,0x065C0,0x3A,0x253,12,6C,2D,87
2794,0x5654,0x1754,0x0676B,0x065C0,0x3A,0x254,10,70,2C,8C
2795,0x5655,0x1755,0x0676A,0x065C0,0x3A,0x255,12,3F,2F,5C
2798,0x5658,0x1758,0x06767,0x065C0,0x3A,0x258,20,10,40,30
2799,0x5659,0x1759,0x06766,0x065C0,0x3A,0x259,F2,12,13,33
2800,0x565A,0x175A,0x06765,0x065C0,0x3A,0x25A,60,C0,82,E2
2801,0x565B,0x175B,0x06764,0x065C0,0x3A,0x25B,6D,27,90,4A
2802,0x565C,0x175C,0x06763,0x065C0,0x3A,0x25C,10,90,34,B4
2803,0x565D,0x175D,0x06762,0x065C0,0x3A,0x25D,12,DE,37,03
2804,0x565E,0x175E,0x06761,0x065C0,0x3A,0x25E,C0,70,E6,96
2805,0x565F,0x175F,0x06760,0x065C0,0x3A,0x25F,7B,3F,A2,66
2806,0x5660,0x1760,0x0675F,0x065C0,0x3A,0x260,10,00,38,28
2807,0x5661,0x1761,0x0675E,0x065C0,0x3A,0x261,12,E2,3B,0B
2830,0x5678,0x1778,0x06747,0x065C0,0x3A,0x278,10,90,50,D0
2831,0x5679,0x1779,0x06746,0x065C0,0x3A,0x279,12,E5,53,26
2832,0x567A,0x177A,0x06745,0x065C0,0x3A,0x27A,10,C0,52,02
2833,0x567B,0x177B,0x06744,0x065C0,0x3A,0x27B,12,E5,55,28
2838,0x5680,0x1780,0x0673F,0x065C0,0x3A,0x280,20,10,68,58
2839,0x5681,0x1781,0x0673E,0x065C0,0x3A,0x281,F2,12,3B,5B
2840,0x5682,0x1782,0x0673D,0x065C0,0x3A,0x282,60,00,AA,4A
2841,0x5683,0x1783,0x0673C,0x065C0,0x3A,0x283,6D,E7,B8,32
2842,0x5684,0x1784,0x0673B,0x065C0,0x3A,0x284,10,90,5C,DC
2843,0x5685,0x1785,0x0673A,0x065C0,0x3A,0x285,12,DE,5F,2B
2844,0x5686,0x1786,0x06739,0x065C0,0x3A,0x286,F0,90,3E,DE
2845,0x5687,0x1787,0x06738,0x065C0,0x3A,0x287,41,DE,90,2D
2846,0x5688,0x1788,0x06737,0x065C0,0x3A,0x288,10,A0,60,F0
2847,0x5689,0x1789,0x06736,0x065C0,0x3A,0x289,12,E1,63,32
2870,0x56A0,0x17A0,0x0671F,0x065C0,0x3A,0x2A0,10,C0,78,28
2871,0x56A1,0x17A1,0x0671E,0x065C0,0x3A,0x2A1,12,27,7B,90
2872,0x56A2,0x17A2,0x0671D,0x065C0,0x3A,0x2A2,10,B0,7A,1A
2873,0x56A3,0x17A3,0x0671C,0x065C0,0x3A,0x2A3,12,24,7D,8F
2874,0x56A4,0x17A4,0x0671B,0x065C0,0x3A,0x2A4,10,80,7C,EC
2875,0x56A5,0x17A5,0x0671A,0x065C0,0x3A,0x2A5,12,E6,7F,53
2878,0x56A8,0x17A8,0x06717,0x065C0,0x3A,0x2A8,E0,10,50,80
2879,0x56A9,0x17A9,0x06716,0x065C0,0x3A,0x2A9,E8,12,59,83
2880,0x56AA,0x17AA,0x06715,0x065C0,0x3A,0x2AA,20,70,92,E2
2881,0x56AB,0x17AB,0x06714,0x065C0,0x3A,0x2AB,A0,E6,13,59
2882,0x56AC,0x17AC,0x06713,0x065C0,0x3A,0x2AC,10,F0,84,64
2883,0x56AD,0x17AD,0x06712,0x065C0,0x3A,0x2AD,12,C7,87,3C
2884,0x56AE,0x17AE,0x06711,0x065C0,0x3A,0x2AE,70,C0,E6,36
2885,0x56AF,0x17AF,0x06710,0x065C0,0x3A,0x2AF,C4,3F,3B,B6
2886,0x56B0,0x17B0,0x0670F,0x065C0,0x3A,0x2B0,40,10,B8,88
2887,0x56B1,0x17B1,0x0670E,0x065C0,0x3A,0x2B1,5B,12,D4,8B
2910,0x56C8,0x17C8,0x066F7,0x065C0,0x3A,0x2C8,10,D0,A0,60
2911,0x56C9,0x17C9,0x066F6,0x065C0,0x3A,0x2C9,12,E6,A3,77
2912,0x56CA,0x17CA,0x066F5,0x065C0,0x3A,0x2CA,10,70,A2,02
2913,0x56CB,0x17CB,0x066F4,0x065C0,0x3A,0x2CB,12,34,A5,C7
2914,0x56CC,0x17CC,0x066F3,0x065C0,0x3A,0x2CC,10,F0,A4,84
2915,0x56CD,0x17CD,0x066F2,0x065C0,0x3A,0x2CD,12,CD,A7,62
2916,0x56CE,0x17CE,0x066F1,0x065C0,0x3A,0x2CE,10,50,A6,E6
2917,0x56CF,0x17CF,0x066F0,0x065C0,0x3A,0x2CF,12,39,A9,D0
2918,0x56D0,0x17D0,0x066EF,0x065C0,0x3A,0x2D0,70,10,08,A8
2919,0x56D1,0x17D1,0x066EE,0x065C0,0x3A,0x2D1,88,12,21,AB
2920,0x56D2,0x17D2,0x066ED,0x065C0,0x3A,0x2D2,E0,60,7A,FA
2921,0x56D3,0x17D3,0x066EC,0x065C0,0x3A,0x2D3,D8,E5,73,80
2922,0x56D4,0x17D4,0x066EB,0x065C0,0x3A,0x2D4,10,D0,AC,6C
2923,0x56D5,0x17D5,0x066EA,0x065C0,0x3A,0x2D5,12,31,AF,CE
2924,0x56D6,0x17D6,0x066E9,0x065C0,0x3A,0x2D6,F0,C0,8E,5E
2925,0x56D7,0x17D7,0x066E8,0x065C0,0x3A,0x2D7,7F,3F,1E,DE
2926,0x56D8,0x17D8,0x066E7,0x065C0,0x3A,0x2D8,C0,10,60,B0
2927,0x56D9,0x17D9,0x066E6,0x065C0,0x3A,0x2D9,E0,12,81,B3
2934,0x56E0,0x17E0,0x066DF,0x065C0,0x3A,0x2E0,10,0F,B8,B7
2935,0x56E1,0x17E1,0x066DE,0x065C0,0x3A,0x2E1,12,10,BB,B9
2936,0x56E2,0x17E2,0x066DD,0x065C0,0x3A,0x2E2,10,12,BA,BC
2937,0x56E3,0x17E3,0x066DC,0x065C0,0x3A,0x2E3,12,40,BD,EB
2938,0x56E4,0x17E4,0x066DB,0x065C0,0x3A,0x2E4,10,E6,BC,92
2939,0x56E5,0x17E5,0x066DA,0x065C0,0x3A,0x2E5,12,70,BF,1D
2940,0x56E6,0x17E6,0x066D9,0x065C0,0x3A,0x2E6,10,3F,BE,ED
2941,0x56E7,0x17E7,0x066D8,0x065C0,0x3A,0x2E7,12,10,C1,BF
2942,0x56E8,0x17E8,0x066D7,0x065C0,0x3A,0x2E8,10,12,C0,C2
2943,0x56E9,0x17E9,0x066D6,0x065C0,0x3A,0x2E9,12,10,C3,C1
2944,0x56EA,0x17EA,0x066D5,0x065C0,0x3A,0x2EA,10,12,C2,C4
2945,0x56EB,0x17EB,0x066D4,0x065C0,0x3A,0x2EB,12,10,C5,C3
2946,0x56EC,0x17EC,0x066D3,0x065C0,0x3A,0x2EC,10,12,C4,C6
2947,0x56ED,0x17ED,0x066D2,0x065C0,0x3A,0x2ED,12,10,C7,C5
2948,0x56EE,0x17EE,0x066D1,0x065C0,0x3A,0x2EE,10,12,C6,C8
2949,0x56EF,0x17EF,0x066D0,0x065C0,0x3A,0x2EF,12,10,C9,C7
2950,0x56F0,0x17F0,0x066CF,0x065C0,0x3A,0x2F0,10,12,C8,CA
