ram_addr,new_stored,raw_file_offset,old_raw,new_raw,d88_c,d88_h,d88_r,raw_index
0x2BFF,,0x0B2F0,D6,CC,09,40,1,0x000
0x2BFE,01,0x00B2F1,CA,0A,09,40,1,0x001
0x2BFD,00,0x00B2F2,D9,D5,09,40,1,0x002
0x2BFC,07,0x00B2F3,6A,89,09,40,1,0x003
0x2BFB,0C,0x00B2F4,CB,D1,09,40,1,0x004
0x2BFA,FF,0x00B2F5,52,CA,09,40,1,0x005
0x2BF9,3F,0x00B2F6,C9,CA,09,40,1,0x006
0x2BF8,87,0x00B2F7,85,D0,09,40,1,0x007
0x2BF7,03,0x00B2F8,C3,C2,09,40,1,0x008
0x2BF6,C0,0x00B2F9,C9,CF,09,40,1,0x009
0x2BF5,09,0x00B2FA,C3,41,09,40,1,0x00A
0x2BF4,0B,0x00B2FB,4A,48,09,40,1,0x00B
0x2BF2,FF,0x00B2FD,7F,AF,09,40,1,0x00D
0x2BF1,01,0x00B2FE,CA,BD,09,40,1,0x00E
0x2BF0,93,0x00B2FF,BE,C2,09,40,1,0x00F
0x2BEF,03,0x00B300,BC,C7,09,40,1,0x010
0x2BEE,92,0x00B301,C0,B3,09,40,1,0x011
0x2BED,03,0x00B302,B8,B9,09,40,1,0x012
0x2BEC,FE,0x00B303,C2,C8,09,40,1,0x013
0x2BEB,FF,0x00B304,F7,4C,09,40,1,0x014
0x2BEA,07,0x00B305,B7,BA,09,40,1,0x015
0x2BE9,04,0x00B306,BE,47,09,40,1,0x016
0x2BE8,0C,0x00B307,B1,B8,09,40,1,0x017
0x2BE7,C0,0x00B308,B3,94,09,40,1,0x018
0x2BE6,09,0x00B309,B3,B2,09,40,1,0x019
0x2BE5,01,0x00B30A,A2,31,09,40,1,0x01A
0x2BE4,93,0x00B30B,BA,BD,09,40,1,0x01B
0x2BE3,03,0x00B30C,B1,A8,09,40,1,0x01C
0x2BE2,FC,0x00B30D,8F,AE,09,40,1,0x01D
0x2BE1,,0x0B30E,AD,ED,09,40,1,0x01E
0x2BE0,07,0x00B30F,B6,40,09,40,1,0x01F
0x2BDE,9C,0x00B311,EA,A3,09,40,1,0x021
0x2BDD,03,0x00B312,B4,A9,09,40,1,0x022
0x2BDC,95,0x00B313,A8,E8,09,40,1,0x023
0x2BDB,03,0x00B314,C7,46,09,40,1,0x024
0x2BDA,FC,0x00B315,35,AA,09,40,1,0x025
0x2BD9,FF,0x00B316,A9,3B,09,40,1,0x026
0x2BD8,1F,0x00B317,39,A8,09,40,1,0x027
0x2BD7,0C,0x00B318,A7,A0,09,40,1,0x028
0x2BD6,E0,0x00B319,9F,A2,09,40,1,0x029
0x2BD5,,0x0B31A,A1,C1,09,40,1,0x02A
0x2BD4,05,0x00B31B,2A,AC,09,40,1,0x02B
0x2BD3,01,0x00B31C,A3,60,09,40,1,0x02C
0x2BD2,00,0x00B31D,9D,A8,09,40,1,0x02D
0x2BD1,07,0x00B31E,9D,A1,09,40,1,0x02E
0x2BD0,0C,0x00B31F,AC,A1,09,40,1,0x02F
0x2BCF,FF,0x00B320,22,A7,09,40,1,0x030
0x2BCE,,0x0B321,9E,99,09,40,1,0x031
0x2BCD,04,0x00B322,98,99,09,40,1,0x032
0x2BCC,87,0x00B323,98,A1,09,40,1,0x033
0x2BCB,03,0x00B324,9D,9F,09,40,1,0x034
0x2BCA,C0,0x00B325,98,9B,09,40,1,0x035
0x2BC9,FF,0x00B326,96,1D,09,40,1,0x036
0x2BC8,05,0x00B327,94,98,09,40,1,0x037
0x2BC7,0B,0x00B328,9B,84,09,40,1,0x038
0x2BC6,FE,0x00B329,97,92,09,40,1,0x039
0x2BC5,FF,0x00B32A,33,11,09,40,1,0x03A
0x2BC4,94,0x00B32B,94,9C,09,40,1,0x03B
0x2BC3,03,0x00B32C,1C,8C,09,40,1,0x03C
0x2BC2,92,0x00B32D,92,8E,09,40,1,0x03D
0x2BC1,03,0x00B32E,8C,95,09,40,1,0x03E
0x2BC0,FE,0x00B32F,8C,91,09,40,1,0x03F
0x2BBF,FF,0x00B330,8F,20,09,40,1,0x040
0x2BBE,07,0x00B331,8F,8E,09,40,1,0x041
0x2BBD,04,0x00B332,14,1B,09,40,1,0x042
0x2BBA,09,0x00B335,93,86,09,40,1,0x045
0x2BB9,,0x0B336,87,05,09,40,1,0x046
0x2BB8,93,0x00B337,85,91,09,40,1,0x047
0x2BB7,03,0x00B338,04,7C,09,40,1,0x048
0x2BB6,FC,0x00B339,8D,82,09,40,1,0x049
0x2BB4,07,0x00B33B,81,14,09,40,1,0x04B
0x2BB3,04,0x00B33C,88,83,09,40,1,0x04C
0x2BB2,9C,0x00B33D,7D,6F,09,40,1,0x04D
0x2BB0,95,0x00B33F,7D,BC,09,40,1,0x04F
0x2BAF,03,0x00B340,74,1A,09,40,1,0x050
0x2BAE,FC,0x00B341,84,7E,09,40,1,0x051
0x2BAD,FF,0x00B342,7D,0F,09,40,1,0x052
0x2BAC,0F,0x00B343,7D,7C,09,40,1,0x053
0x2BAB,0C,0x00B344,58,74,09,40,1,0x054
0x2BAA,E0,0x00B345,FF,76,09,40,1,0x055
0x2BA9,FF,0x00B346,79,85,09,40,1,0x056
0x2BA8,05,0x00B347,F4,80,09,40,1,0x057
0x2BA7,,0x0B348,7F,34,09,40,1,0x058
0x2BA6,80,0x00B349,63,7C,09,40,1,0x059
0x2BA5,0C,0x00B34A,91,73,09,40,1,0x05A
0x2BA4,7F,0x00B34B,FF,7C,09,40,1,0x05B
0x2BA3,88,0x00B34C,73,7C,09,40,1,0x05C
0x2BA2,03,0x00B34D,03,6E,09,40,1,0x05D
0x2BA1,E0,0x00B34E,71,F6,09,40,1,0x05E
0x2BA0,FF,0x00B34F,69,70,09,40,1,0x05F
0x2B9F,05,0x00B350,6D,64,09,40,1,0x060
0x2B9E,00,0x00B351,F4,6A,09,40,1,0x061
0x2B9D,07,0x00B352,6D,E9,09,40,1,0x062
0x2B9C,FF,0x00B353,67,74,09,40,1,0x063
0x2B9B,05,0x00B354,6B,64,09,40,1,0x064
0x2B9A,94,0x00B355,6B,66,09,40,1,0x065
0x2B99,03,0x00B356,ED,6D,09,40,1,0x066
0x2B98,92,0x00B357,68,69,09,40,1,0x067
0x2B97,03,0x00B358,62,F8,09,40,1,0x068
0x2B96,FE,0x00B359,62,66,09,40,1,0x069
0x2B95,FF,0x00B35A,E1,F3,09,40,1,0x06A
0x2B94,03,0x00B35B,6A,64,09,40,1,0x06B
0x2B93,04,0x00B35C,5E,40,09,40,1,0x06C
0x2B92,0C,0x00B35D,62,5E,09,40,1,0x06D
0x2B91,80,0x00B35E,62,9D,09,40,1,0x06E
0x2B90,FF,0x00B35F,5D,69,09,40,1,0x06F
0x2B8F,05,0x00B360,66,4C,09,40,1,0x070
0x2B8E,94,0x00B361,5E,5A,09,40,1,0x071
0x2B8D,03,0x00B362,D6,79,09,40,1,0x072
0x2B8C,FC,0x00B363,EF,EC,09,40,1,0x073
0x2B8A,03,0x00B365,E3,47,09,40,1,0x075
0x2B89,04,0x00B366,59,55,09,40,1,0x076
0x2B88,9C,0x00B367,15,74,09,40,1,0x077
0x2B87,03,0x00B368,5B,F2,09,40,1,0x078
0x2B86,95,0x00B369,57,56,09,40,1,0x079
0x2B85,03,0x00B36A,DD,E7,09,40,1,0x07A
0x2B83,FF,0x00B36C,40,4E,09,40,1,0x07C
0x2B82,0F,0x00B36D,5B,4E,09,40,1,0x07D
0x2B81,0C,0x00B36E,4F,5D,09,40,1,0x07E
0x2B80,F0,0x00B36F,4D,58,09,40,1,0x07F
0x2B7F,FF,0x00B370,0C,2C,09,40,1,0x080
0x2B7E,7F,0x00B371,55,4A,09,40,1,0x081
0x2B7D,0B,0x00B372,69,4F,09,40,1,0x082
0x2B7C,80,0x00B373,54,55,09,40,1,0x083
0x2B7B,FF,0x00B374,C8,47,09,40,1,0x084
0x2B7A,08,0x00B375,50,4F,09,40,1,0x085
0x2B79,0F,0x00B376,47,65,09,40,1,0x086
0x2B78,88,0x00B377,41,CD,09,40,1,0x087
0x2B77,03,0x00B378,4D,47,09,40,1,0x088
0x2B76,E0,0x00B379,46,3B,09,40,1,0x089
0x2B75,FF,0x00B37A,46,41,09,40,1,0x08A
0x2B74,7F,0x00B37B,21,C0,09,40,1,0x08B
0x2B73,00,0x00B37C,3F,4B,09,40,1,0x08C
0x2B72,07,0x00B37D,45,3D,09,40,1,0x08D
0x2B71,FF,0x00B37E,41,3D,09,40,1,0x08E
0x2B70,7F,0x00B37F,C0,40,09,40,1,0x08F
0x2B6F,94,0x00B380,3B,40,09,40,1,0x090
0x2B6E,03,0x00B381,BA,CF,09,40,1,0x091
0x2B6D,92,0x00B382,45,3D,09,40,1,0x092
0x2B6C,03,0x00B383,19,CA,09,40,1,0x093
0x2B6B,FC,0x00B384,47,3B,09,40,1,0x094
0x2B6A,FF,0x00B385,C5,F7,09,40,1,0x095
0x2B69,01,0x00B386,39,35,09,40,1,0x096
0x2B68,86,0x00B387,D4,54,09,40,1,0x097
0x2B67,,0x0B388,37,40,09,40,1,0x098
0x2B66,FF,0x00B389,B1,13,09,40,1,0x099
0x2B65,05,0x00B38A,BA,31,09,40,1,0x09A
0x2B64,94,0x00B38B,34,50,09,40,1,0x09B
0x2B63,03,0x00B38C,2E,C3,09,40,1,0x09C
0x2B62,F8,0x00B38D,2E,32,09,40,1,0x09D
0x2B61,FF,0x00B38E,3D,0E,09,40,1,0x09E
0x2B60,03,0x00B38F,36,2C,09,40,1,0x09F
0x2B5F,04,0x00B390,2A,4B,09,40,1,0x0A0
0x2B5E,9C,0x00B391,2E,C9,09,40,1,0x0A1
0x2B5D,03,0x00B392,2E,2D,09,40,1,0x0A2
0x2B5B,15,0x00B394,31,3D,09,40,1,0x0A4
0x2B59,09,0x00B396,16,2F,09,40,1,0x0A6
0x2B58,07,0x00B397,34,2C,09,40,1,0x0A7
0x2B57,04,0x00B398,BA,28,09,40,1,0x0A8
0x2B56,0C,0x00B399,26,2E,09,40,1,0x0A9
0x2B55,F0,0x00B39A,BB,02,09,40,1,0x0AA
0x2B54,FF,0x00B39B,24,20,09,40,1,0x0AB
0x2B53,7F,0x00B39C,18,25,09,40,1,0x0AC
0x2B52,0B,0x00B39D,1E,1F,09,40,1,0x0AD
0x2B50,FF,0x00B39F,1E,1C,09,40,1,0x0AF
0x2B4F,08,0x00B3A0,1C,24,09,40,1,0x0B0
0x2B4E,89,0x00B3A1,DB,1C,09,40,1,0x0B1
0x2B4D,03,0x00B3A2,24,A2,09,40,1,0x0B2
0x2B4C,F0,0x00B3A3,28,1C,09,40,1,0x0B3
0x2B4B,FF,0x00B3A4,23,14,09,40,1,0x0B4
0x2B4A,7F,0x00B3A5,07,16,09,40,1,0x0B5
0x2B49,0A,0x00B3A6,1F,55,09,40,1,0x0B6
0x2B48,80,0x00B3A7,16,20,09,40,1,0x0B7
0x2B47,FF,0x00B3A8,10,12,09,40,1,0x0B8
0x2B46,7F,0x00B3A9,1C,12,09,40,1,0x0B9
0x2B45,94,0x00B3AA,19,15,09,40,1,0x0BA
0x2B43,92,0x00B3AC,00,A4,09,40,1,0x0BC
0x2B42,03,0x00B3AD,0E,12,09,40,1,0x0BD
0x2B41,F8,0x00B3AE,16,9F,09,40,1,0x0BE
0x2B40,FF,0x00B3AF,1C,10,09,40,1,0x0BF
0x2B3F,87,0x00B3B0,FC,8C,09,40,1,0x0C0
0x2B3D,FF,0x00B3B2,49,19,09,40,1,0x0C2
0x2B3C,DF,0x00B3B3,9D,15,09,40,1,0x0C3
0x2B3B,94,0x00B3B4,0B,E8,09,40,1,0x0C4
0x2B3A,03,0x00B3B5,A6,06,09,40,1,0x0C5
0x2B39,FE,0x00B3B6,09,21,09,40,1,0x0C6
0x2B38,FF,0x00B3B7,07,98,09,40,1,0x0C7
0x2B37,9D,0x00B3B8,08,07,09,40,1,0x0C8
0x2B36,03,0x00B3B9,8B,FB,09,40,1,0x0C9
0x2B35,00,0x00B3BA,05,01,09,40,1,0x0CA
0x2B34,15,0x00B3BB,FD,0C,09,40,1,0x0CB
0x2B33,03,0x00B3BC,FF,04,09,40,1,0x0CC
0x2B32,09,0x00B3BD,0E,9D,09,40,1,0x0CD
0x2B31,03,0x00B3BE,07,01,09,40,1,0x0CE
0x2B30,04,0x00B3BF,FB,FD,09,40,1,0x0CF
0x2B2F,0C,0x00B3C0,03,11,09,40,1,0x0D0
0x2B2E,F8,0x00B3C1,FF,FE,09,40,1,0x0D1
0x2B2D,FF,0x00B3C2,FA,03,09,40,1,0x0D2
0x2B2C,3F,0x00B3C3,01,FC,09,40,1,0x0D3
0x2B2B,0B,0x00B3C4,FB,FC,09,40,1,0x0D4
0x2B2A,,0x0B3C5,77,02,09,40,1,0x0D5
0x2B29,FF,0x00B3C6,75,E6,09,40,1,0x0D6
0x2B28,07,0x00B3C7,8C,F4,09,40,1,0x0D7
0x2B27,1F,0x00B3C8,F7,73,09,40,1,0x0D8
0x2B26,89,0x00B3C9,8C,F3,09,40,1,0x0D9
0x2B25,,0x0B3CA,F5,FA,09,40,1,0x0DA
0x2B24,F0,0x00B3CB,ED,F0,09,40,1,0x0DB
0x2B23,,0x0B3CC,EF,F7,09,40,1,0x0DC
0x2B22,7F,0x00B3CD,F7,2E,09,40,1,0x0DD
0x2B21,0A,0x00B3CE,EF,77,09,40,1,0x0DE
0x2B20,80,0x00B3CF,ED,F0,09,40,1,0x0DF
0x2B1F,FF,0x00B3D0,CC,E8,09,40,1,0x0E0
0x2B1E,3F,0x00B3D1,F5,EA,09,40,1,0x0E1
0x2B1D,94,0x00B3D2,ED,29,09,40,1,0x0E2
0x2B1C,03,0x00B3D3,ED,E9,09,40,1,0x0E3
0x2B1B,92,0x00B3D4,F3,EF,09,40,1,0x0E4
0x2B1A,03,0x00B3D5,D7,F0,09,40,1,0x0E5
0x2B19,E0,0x00B3D6,EF,E7,09,40,1,0x0E6
0x2B18,7F,0x00B3D7,E6,79,09,40,1,0x0E7
0x2B17,87,0x00B3D8,DC,E7,09,40,1,0x0E8
0x2B16,03,0x00B3D9,EC,75,09,40,1,0x0E9
0x2B15,FE,0x00B3DA,F1,E5,09,40,1,0x0EA
0x2B14,4F,0x00B3DB,D1,DF,09,40,1,0x0EB
0x2B13,94,0x00B3DC,DF,E7,09,40,1,0x0EC
0x2B12,03,0x00B3DD,E6,E3,09,40,1,0x0ED
0x2B11,FC,0x00B3DE,5D,EA,09,40,1,0x0EE
0x2B10,7F,0x00B3DF,5D,9D,09,40,1,0x0EF
0x2B0F,9D,0x00B3E0,E5,DB,09,40,1,0x0F0
0x2B0E,03,0x00B3E1,EA,E4,09,40,1,0x0F1
0x2B0D,,0x0B3E2,6E,DE,09,40,1,0x0F2
0x2B0C,,0x0B3E3,DC,6C,09,40,1,0x0F3
0x2B0B,80,0x00B3E4,80,DB,09,40,1,0x0F4
0x2B0A,09,0x00B3E5,DA,C7,09,40,1,0x0F5
0x2B09,03,0x00B3E6,CE,D5,09,40,1,0x0F6
0x2B08,04,0x00B3E7,D4,E0,09,40,1,0x0F7
0x2B07,0C,0x00B3E8,F3,D8,09,40,1,0x0F8
0x2B06,FC,0x00B3E9,DC,71,09,40,1,0x0F9
0x2B05,FF,0x00B3EA,D0,D5,09,40,1,0x0FA
0x2B04,3F,0x00B3EB,E0,65,09,40,1,0x0FB
0x2B03,0B,0x00B3EC,D0,D3,09,40,1,0x0FC
0x2B02,C0,0x00B3ED,D6,4F,09,40,1,0x0FD
0x2B01,FF,0x00B3EE,D1,D7,09,40,1,0x0FE
0x2B00,07,0x00B3EF,45,D0,09,40,1,0x0FF
0x2AFF,03,0x00B3F0,CA,D0,09,40,1,0x100
0x2AFE,04,0x00B3F1,09,D5,09,40,1,0x101
0x2AFD,89,0x00B3F2,D2,C1,09,40,1,0x102
0x2AFC,03,0x00B3F3,CE,C7,09,40,1,0x103
0x2AFB,F0,0x00B3F4,CB,46,09,40,1,0x104
0x2AFA,FF,0x00B3F5,5A,D1,09,40,1,0x105
0x2AF9,3F,0x00B3F6,C8,45,09,40,1,0x106
0x2AF8,0A,0x00B3F7,C4,C3,09,40,1,0x107
0x2AF7,C0,0x00B3F8,DC,CA,09,40,1,0x108
0x2AF6,FF,0x00B3F9,C5,C9,09,40,1,0x109
0x2AF5,3F,0x00B3FA,BF,C5,09,40,1,0x10A
0x2AF4,94,0x00B3FB,BF,49,09,40,1,0x10B
0x2AF3,03,0x00B3FC,C5,C2,09,40,1,0x10C
0x2AF2,92,0x00B3FD,3D,BC,09,40,1,0x10D
0x2AF1,03,0x00B3FE,C7,BC,09,40,1,0x10E
0x2AF0,C0,0x00B3FF,AC,DB,09,40,1,0x10F
0x2AEF,3F,0x00B400,C5,BB,09,40,1,0x110
0x2AEE,87,0x00B401,BD,C1,09,40,1,0x111
0x2AED,03,0x00B402,BD,C2,09,40,1,0x112
0x2AEC,F8,0x00B403,C3,B9,09,40,1,0x113
0x2AEB,4F,0x00B404,97,4B,09,40,1,0x114
0x2AEA,94,0x00B405,BF,B9,09,40,1,0x115
0x2AE9,03,0x00B406,B6,47,09,40,1,0x116
0x2AE8,,0x0B407,A4,B7,09,40,1,0x117
0x2AE7,7F,0x00B408,BC,AF,09,40,1,0x118
0x2AE6,01,0x00B409,D1,B5,09,40,1,0x119
0x2AE5,9C,0x00B40A,91,B5,09,40,1,0x11A
0x2AE4,03,0x00B40B,AF,36,09,40,1,0x11B
0x2AE3,94,0x00B40C,B5,B2,09,40,1,0x11C
0x2AE2,03,0x00B40D,35,AD,09,40,1,0x11D
0x2AE1,C0,0x00B40E,AE,B6,09,40,1,0x11E
0x2AE0,09,0x00B40F,6C,B0,09,40,1,0x11F
0x2ADF,01,0x00B410,B4,3E,09,40,1,0x120
0x2ADE,0C,0x00B411,AB,AD,09,40,1,0x121
0x2ADD,FC,0x00B412,3D,69,09,40,1,0x122
0x2ADC,FF,0x00B413,AB,A7,09,40,1,0x123
0x2ADB,3F,0x00B414,4F,AA,09,40,1,0x124
0x2ADA,0B,0x00B415,A9,AA,09,40,1,0x125
0x2AD9,,0x0B416,65,43,09,40,1,0x126
0x2AD8,0A,0x00B417,E3,A7,09,40,1,0x127
0x2AD7,3F,0x00B418,AD,37,09,40,1,0x128
0x2AD6,8A,0x00B419,A0,A5,09,40,1,0x129
0x2AD5,03,0x00B41A,C0,61,09,40,1,0x12A
0x2AD4,F8,0x00B41B,26,A9,09,40,1,0x12B
0x2AD3,FF,0x00B41C,A2,A0,09,40,1,0x12C
0x2AD2,3F,0x00B41D,1E,A9,09,40,1,0x12D
0x2AD1,0A,0x00B41E,9C,95,09,40,1,0x12E
0x2AD0,C0,0x00B41F,A1,9B,09,40,1,0x12F
0x2ACF,FF,0x00B420,A5,1A,09,40,1,0x130
0x2ACE,3F,0x00B421,D6,A5,09,40,1,0x131
0x2ACD,,0x0B422,2D,19,09,40,1,0x132
0x2ACC,,0x0B423,9B,A2,09,40,1,0x133
0x2ACB,93,0x00B424,97,16,09,40,1,0x134
0x2ACA,03,0x00B425,AF,20,09,40,1,0x135
0x2AC6,F0,0x00B429,98,B1,09,40,1,0x139
0x2AC5,07,0x00B42A,92,9B,09,40,1,0x13A
0x2AC4,04,0x00B42B,9A,10,09,40,1,0x13B
0x2AC3,94,0x00B42C,8B,8E,09,40,1,0x13C
0x2AC2,03,0x00B42D,98,93,09,40,1,0x13D
0x2AC1,C0,0x00B42E,90,22,09,40,1,0x13E
0x2AC0,3F,0x00B42F,90,8F,09,40,1,0x13F
0x2ABF,9D,0x00B430,96,1D,09,40,1,0x140
0x2ABE,03,0x00B431,6A,8D,09,40,1,0x141
0x2ABD,94,0x00B432,92,79,09,40,1,0x142
0x2ABC,03,0x00B433,89,0F,09,40,1,0x143
0x2ABB,C0,0x00B434,67,8A,09,40,1,0x144
0x2ABA,FF,0x00B435,8F,84,09,40,1,0x145
0x2AB9,05,0x00B436,C4,1A,09,40,1,0x146
0x2AB8,86,0x00B437,64,87,09,40,1,0x147
0x2AB6,FE,0x00B439,87,83,09,40,1,0x149
0x2AB5,FF,0x00B43A,00,1F,09,40,1,0x14A
0x2AB4,1F,0x00B43B,80,83,09,40,1,0x14B
0x2AB3,0B,0x00B43C,84,13,09,40,1,0x14C
0x2AB2,C0,0x00B43D,88,81,09,40,1,0x14D
0x2AB1,FF,0x00B43E,80,3D,09,40,1,0x14E
0x2AB0,06,0x00B43F,80,7B,09,40,1,0x14F
0x2AAF,07,0x00B440,0F,80,09,40,1,0x150
0x2AAE,04,0x00B441,7D,86,09,40,1,0x151
0x2AAD,8A,0x00B442,26,75,09,40,1,0x152
0x2AAC,,0x0B443,7B,77,09,40,1,0x153
0x2AAB,,0x0B444,6F,B6,09,40,1,0x154
0x2AAA,FF,0x00B445,77,81,09,40,1,0x155
0x2AA9,1F,0x00B446,FB,F5,09,40,1,0x156
0x2AA8,0A,0x00B447,77,73,09,40,1,0x157
0x2AA7,E0,0x00B448,6F,79,09,40,1,0x158
0x2AA6,,0x0B449,71,81,09,40,1,0x159
0x2AA5,1F,0x00B44A,76,71,09,40,1,0x15A
0x2AA3,03,0x00B44C,67,72,09,40,1,0x15C
0x2AA2,00,0x00B44D,02,77,09,40,1,0x15D
0x2AA1,1B,0x00B44E,70,8C,09,40,1,0x15E
0x2AA0,03,0x00B44F,04,76,09,40,1,0x15F
0x2A9F,80,0x00B450,6E,EB,09,40,1,0x160
0x2A9E,01,0x00B451,EA,69,09,40,1,0x161
0x2A9D,00,0x00B452,68,6E,09,40,1,0x162
0x2A9C,15,0x00B453,6E,FD,09,40,1,0x163
0x2A9B,03,0x00B454,A6,6A,09,40,1,0x164
0x2A99,00,0x00B456,6C,7F,09,40,1,0x166
0x2A98,1D,0x00B457,62,67,09,40,1,0x167
0x2A97,03,0x00B458,6D,93,09,40,1,0x168
0x2A96,94,0x00B459,63,62,09,40,1,0x169
0x2A95,03,0x00B45A,6C,76,09,40,1,0x16A
0x2A94,E0,0x00B45B,20,63,09,40,1,0x16B
0x2A93,FF,0x00B45C,68,5B,09,40,1,0x16C
0x2A92,05,0x00B45D,61,5E,09,40,1,0x16D
0x2A91,86,0x00B45E,61,7C,09,40,1,0x16E
0x2A90,03,0x00B45F,3C,5F,09,40,1,0x16F
0x2A8F,FE,0x00B460,64,EF,09,40,1,0x170
0x2A8E,FF,0x00B461,D9,5D,09,40,1,0x171
0x2A8A,FF,0x00B465,59,62,09,40,1,0x175
0x2A89,06,0x00B466,59,51,09,40,1,0x176
0x2A88,8B,0x00B467,54,53,09,40,1,0x177
0x2A87,03,0x00B468,58,72,09,40,1,0x178
0x2A86,FC,0x00B469,5C,5D,09,40,1,0x179
0x2A85,FF,0x00B46A,58,D1,09,40,1,0x17A
0x2A84,1F,0x00B46B,54,4F,09,40,1,0x17B
0x2A83,0A,0x00B46C,E3,55,09,40,1,0x17C
0x2A82,E0,0x00B46D,51,4F,09,40,1,0x17D
0x2A81,FF,0x00B46E,02,4D,09,40,1,0x17E
0x2A80,1F,0x00B46F,4F,56,09,40,1,0x17F
0x2A7F,94,0x00B470,54,4E,09,40,1,0x180
0x2A7E,03,0x00B471,C9,53,09,40,1,0x181
0x2A7D,00,0x00B472,53,58,09,40,1,0x182
0x2A7C,50,0x00B473,44,52,09,40,1,0x183
0x2A7B,03,0x00B474,DB,C7,09,40,1,0x184
0x2A7A,94,0x00B475,49,45,09,40,1,0x185
0x2A79,03,0x00B476,DD,C4,09,40,1,0x186
0x2A78,F0,0x00B477,47,D9,09,40,1,0x187
0x2A77,FF,0x00B478,23,46,09,40,1,0x188
0x2A76,7F,0x00B479,41,42,09,40,1,0x189
0x2A75,0C,0x00B47A,47,91,09,40,1,0x18A
0x2A74,00,0x00B47B,4F,43,09,40,1,0x18B
0x2A73,09,0x00B47C,3F,D3,09,40,1,0x18C
0x2A72,0F,0x00B47D,45,41,09,40,1,0x18D
0x2A71,0B,0x00B47E,3B,2D,09,40,1,0x18E
0x2A70,C0,0x00B47F,46,3B,09,40,1,0x18F
0x2A6F,09,0x00B480,3C,BA,09,40,1,0x190
0x2A6E,9F,0x00B481,45,46,09,40,1,0x191
0x2A6D,1F,0x00B482,B9,37,09,40,1,0x192
0x2A6C,8A,0x00B483,41,37,09,40,1,0x193
0x2A6B,03,0x00B484,3E,56,09,40,1,0x194
0x2A6A,FC,0x00B485,3A,41,09,40,1,0x195
0x2A69,FF,0x00B486,F5,B5,09,40,1,0x196
0x2A67,0A,0x00B488,B2,72,09,40,1,0x198
0x2A66,E0,0x00B489,F2,37,09,40,1,0x199
0x2A65,,0x0B48A,30,BA,09,40,1,0x19A
0x2A64,0F,0x00B48B,37,33,09,40,1,0x19B
0x2A63,94,0x00B48C,33,AF,09,40,1,0x19C
0x2A61,94,0x00B48E,AD,3C,09,40,1,0x19E
0x2A5F,07,0x00B490,2E,EB,09,40,1,0x1A0
0x2A5E,,0x0B491,2E,29,09,40,1,0x1A1
0x2A5D,00,0x00B492,BD,A8,09,40,1,0x1A2
0x2A5C,C0,0x00B493,2B,BD,09,40,1,0x1A3
0x2A5B,0C,0x00B494,DC,2A,09,40,1,0x1A4
0x2A5A,FF,0x00B495,29,BA,09,40,1,0x1A5
0x2A59,,0x0B496,2E,28,09,40,1,0x1A6
0x2A58,F8,0x00B497,63,2B,09,40,1,0x1A7
0x2A57,0B,0x00B498,2D,27,09,40,1,0x1A8
0x2A56,3F,0x00B499,9A,22,09,40,1,0x1A9
0x2A55,09,0x00B49A,B5,E1,09,40,1,0x1AA
0x2A54,02,0x00B49B,23,2C,09,40,1,0x1AB
0x2A53,04,0x00B49C,B7,20,09,40,1,0x1AC
0x2A52,FC,0x00B49D,21,1E,09,40,1,0x1AD
0x2A51,8A,0x00B49E,FD,0D,09,40,1,0x1AE
0x2A50,03,0x00B49F,1B,27,09,40,1,0x1AF
0x2A4F,01,0x00B4A0,20,9A,09,40,1,0x1B0
0x2A4E,00,0x00B4A1,99,23,09,40,1,0x1B1
0x2A4D,F0,0x00B4A2,24,1D,09,40,1,0x1B2
0x2A4C,0A,0x00B4A3,98,1C,09,40,1,0x1B3
0x2A4B,0F,0x00B4A4,22,0F,09,40,1,0x1B4
0x2A4A,00,0x00B4A5,19,9F,09,40,1,0x1B5
0x2A49,F0,0x00B4A6,19,18,09,40,1,0x1B6
0x2A48,94,0x00B4A7,1F,93,09,40,1,0x1B7
0x2A47,03,0x00B4A8,93,1C,09,40,1,0x1B8
0x2A46,94,0x00B4A9,1B,0A,09,40,1,0x1B9
0x2A45,03,0x00B4AA,20,1B,09,40,1,0x1BA
0x2A44,F8,0x00B4AB,D0,4F,09,40,1,0x1BB
0x2A43,FF,0x00B4AC,19,0F,09,40,1,0x1BC
0x2A42,3F,0x00B4AD,0F,8E,09,40,1,0x1BD
0x2A41,0C,0x00B4AE,0C,A2,09,40,1,0x1BE
0x2A40,00,0x00B4AF,16,0F,09,40,1,0x1BF
0x2A3F,09,0x00B4B0,CB,9F,09,40,1,0x1C0
0x2A3E,07,0x00B4B1,14,0D,09,40,1,0x1C1
0x2A3D,04,0x00B4B2,10,01,09,40,1,0x1C2
0x2A3C,0B,0x00B4B3,0C,07,09,40,1,0x1C3
0x2A3B,C0,0x00B4B4,9B,46,09,40,1,0x1C4
0x2A3A,09,0x00B4B5,09,12,09,40,1,0x1C5
0x2A39,FD,0x00B4B6,05,03,09,40,1,0x1C6
0x2A38,03,0x00B4B7,39,03,09,40,1,0x1C7
0x2A37,04,0x00B4B8,06,12,09,40,1,0x1C8
0x2A36,8A,0x00B4B9,0B,0D,09,40,1,0x1C9
0x2A35,03,0x00B4BA,40,81,09,40,1,0x1CA
0x2A34,FE,0x00B4BB,00,09,09,40,1,0x1CB
