ram_addr,new_stored,raw_file_offset,old_raw,new_raw,d88_c,d88_h,d88_r,raw_index
0x40FF,01,0x00CE50,D4,CC,0A,40,2,0x300
0x40FE,03,0x00CE51,C5,CC,0A,40,2,0x301
0x40FD,FF,0x00CE52,57,C7,0A,40,2,0x302
0x40FC,01,0x00CE53,CA,C8,0A,40,2,0x303
0x40FB,03,0x00CE54,05,C9,0A,40,2,0x304
0x40FA,FF,0x00CE55,85,C4,0A,40,2,0x305
0x40F9,01,0x00CE56,C3,C5,0A,40,2,0x306
0x40F8,03,0x00CE57,D0,C6,0A,40,2,0x307
0x40F7,FF,0x00CE58,C5,C1,0A,40,2,0x308
0x40F6,01,0x00CE59,C8,C2,0A,40,2,0x309
0x40F5,03,0x00CE5A,C4,C3,0A,40,2,0x30A
0x40F4,FF,0x00CE5B,BF,BE,0A,40,2,0x30B
0x40F3,01,0x00CE5C,7E,BF,0A,40,2,0x30C
0x40F2,03,0x00CE5D,BC,C0,0A,40,2,0x30D
0x40F1,FF,0x00CE5E,D1,BB,0A,40,2,0x30E
0x40F0,01,0x00CE5F,BE,BC,0A,40,2,0x30F
0x40EF,03,0x00CE60,C9,BD,0A,40,2,0x310
0x40EE,FF,0x00CE61,B9,B8,0A,40,2,0x311
0x40ED,01,0x00CE62,41,B9,0A,40,2,0x312
0x40EB,FF,0x00CE64,B6,B5,0A,40,2,0x314
0x40EA,01,0x00CE65,C1,B6,0A,40,2,0x315
0x40E8,FF,0x00CE67,BC,B2,0A,40,2,0x317
0x40E7,01,0x00CE68,B5,B3,0A,40,2,0x318
0x40E6,03,0x00CE69,B5,B4,0A,40,2,0x319
0x40E5,FF,0x00CE6A,3F,AF,0A,40,2,0x31A
0x40E4,01,0x00CE6B,B2,B0,0A,40,2,0x31B
0x40E3,03,0x00CE6C,6E,B1,0A,40,2,0x31C
0x40E2,FF,0x00CE6D,EC,AC,0A,40,2,0x31D
0x40E1,01,0x00CE6E,AC,AD,0A,40,2,0x31E
0x40E0,03,0x00CE6F,B8,AE,0A,40,2,0x31F
0x40DF,FF,0x00CE70,AD,A9,0A,40,2,0x320
0x40DE,01,0x00CE71,A1,AA,0A,40,2,0x321
0x40DD,03,0x00CE72,A7,AB,0A,40,2,0x322
0x40DC,FF,0x00CE73,E6,A6,0A,40,2,0x323
0x40DB,01,0x00CE74,A6,A7,0A,40,2,0x324
0x40DA,03,0x00CE75,BA,A8,0A,40,2,0x325
0x40D9,FF,0x00CE76,A7,A3,0A,40,2,0x326
0x40D8,01,0x00CE77,93,A4,0A,40,2,0x327
0x40D7,03,0x00CE78,A1,A5,0A,40,2,0x328
0x40D6,FF,0x00CE79,2A,A0,0A,40,2,0x329
0x40D5,01,0x00CE7A,A3,A1,0A,40,2,0x32A
0x40D4,03,0x00CE7B,2A,A2,0A,40,2,0x32B
0x40D3,FF,0x00CE7C,A1,9D,0A,40,2,0x32C
0x40D2,01,0x00CE7D,DC,A1,0A,40,2,0x32D
0x40D1,03,0x00CE7E,A5,3E,0A,40,2,0x32E
0x40D0,FF,0x00CE7F,93,9E,0A,40,2,0x32F
0x40CF,01,0x00CE80,99,12,0A,40,2,0x330
0x40CE,03,0x00CE81,A8,99,0A,40,2,0x331
0x40CD,FF,0x00CE82,9B,AD,0A,40,2,0x332
0x40CC,04,0x00CE83,9E,9A,0A,40,2,0x333
0x40CB,00,0x00CE84,9A,8E,0A,40,2,0x334
0x40CA,23,0x00CE85,55,96,0A,40,2,0x335
0x40C9,03,0x00CE86,93,2A,0A,40,2,0x336
0x40C8,3C,0x00CE87,A0,96,0A,40,2,0x337
0x40C7,00,0x00CE88,95,91,0A,40,2,0x338
0x40C6,15,0x00CE89,92,AD,0A,40,2,0x339
0x40C5,03,0x00CE8A,90,93,0A,40,2,0x33A
0x40C4,7C,0x00CE8B,7F,90,0A,40,2,0x33B
0x40C3,96,0x00CE8C,8D,7E,0A,40,2,0x33C
0x40C2,03,0x00CE8D,A2,8C,0A,40,2,0x33D
0x40C1,FF,0x00CE8E,8F,93,0A,40,2,0x33E
0x40C0,1C,0x00CE8F,8C,8E,0A,40,2,0x33F
0x40BF,03,0x00CE90,4A,8E,0A,40,2,0x340
0x40BE,01,0x00CE91,12,87,0A,40,2,0x341
0x40BD,F0,0x00CE92,8B,1B,0A,40,2,0x342
0x40BC,FF,0x00CE93,12,8A,0A,40,2,0x343
0x40BB,08,0x00CE94,89,A5,0A,40,2,0x344
0x40BA,01,0x00CE95,45,85,0A,40,2,0x345
0x40B9,FF,0x00CE96,8D,82,0A,40,2,0x346
0x40B8,14,0x00CE97,8A,19,0A,40,2,0x347
0x40B7,03,0x00CE98,86,85,0A,40,2,0x348
0x40B5,80,0x00CE9A,8F,9C,0A,40,2,0x34A
0x40B3,03,0x00CE9C,76,7C,0A,40,2,0x34C
0x40B2,00,0x00CE9D,BC,8C,0A,40,2,0x34D
0x40B0,03,0x00CE9F,88,82,0A,40,2,0x34F
0x40AF,FE,0x00CEA0,7D,76,0A,40,2,0x350
0x40AE,0F,0x00CEA1,77,7A,0A,40,2,0x351
0x40AD,00,0x00CEA2,77,0B,0A,40,2,0x352
0x40AC,08,0x00CEA3,86,7A,0A,40,2,0x353
0x40AB,FE,0x00CEA4,76,56,0A,40,2,0x354
0x40AA,00,0x00CEA5,8A,74,0A,40,2,0x355
0x40A9,14,0x00CEA6,77,75,0A,40,2,0x356
0x40A8,03,0x00CEA7,71,09,0A,40,2,0x357
0x40A7,F0,0x00CEA8,B1,75,0A,40,2,0x358
0x40A6,7F,0x00CEA9,FA,70,0A,40,2,0x359
0x40A5,96,0x00CEAA,73,8B,0A,40,2,0x35A
0x40A4,03,0x00CEAB,6E,72,0A,40,2,0x35B
0x40A3,FF,0x00CEAC,79,AD,0A,40,2,0x35C
0x40A2,1B,0x00CEAD,70,6D,0A,40,2,0x35D
0x40A1,03,0x00CEAE,8B,4C,0A,40,2,0x35E
0x40A0,3F,0x00CEAF,74,6A,0A,40,2,0x35F
0x409F,00,0x00CEB0,5A,71,0A,40,2,0x360
0x409E,E0,0x00CEB1,68,69,0A,40,2,0x361
0x409D,0B,0x00CEB2,77,64,0A,40,2,0x362
0x409C,7F,0x00CEB3,6A,FA,0A,40,2,0x363
0x409B,,0x0CEB4,66,69,0A,40,2,0x364
0x409A,FE,0x00CEB5,45,66,0A,40,2,0x365
0x4099,,0x0CEB6,63,64,0A,40,2,0x366
0x4098,13,0x00CEB7,6F,61,0A,40,2,0x367
0x4097,,0x0CEB8,65,F8,0A,40,2,0x368
0x4096,00,0x00CEB9,62,64,0A,40,2,0x369
0x4094,96,0x00CEBB,64,7A,0A,40,2,0x36B
0x4093,03,0x00CEBC,5D,61,0A,40,2,0x36C
0x4092,00,0x00CEBD,72,1D,0A,40,2,0x36D
0x4091,1B,0x00CEBE,5F,5B,0A,40,2,0x36E
0x4090,03,0x00CEBF,9A,7A,0A,40,2,0x36F
0x408E,FF,0x00CEC1,51,60,0A,40,2,0x371
0x408D,1F,0x00CEC2,E1,57,0A,40,2,0x372
0x408B,80,0x00CEC4,56,5A,0A,40,2,0x374
0x408A,FF,0x00CEC5,60,E8,0A,40,2,0x375
0x4088,00,0x00CEC7,33,51,0A,40,2,0x377
0x4087,13,0x00CEC8,5B,51,0A,40,2,0x378
0x4086,03,0x00CEC9,60,52,0A,40,2,0x379
0x4085,FF,0x00CECA,50,E6,0A,40,2,0x37A
0x4084,7F,0x00CECB,5E,52,0A,40,2,0x37B
0x4083,96,0x00CECC,51,4D,0A,40,2,0x37C
0x4082,03,0x00CECD,4C,68,0A,40,2,0x37D
0x4081,FF,0x00CECE,6B,4F,0A,40,2,0x37E
0x4080,1B,0x00CECF,4B,52,0A,40,2,0x37F
0x407F,03,0x00CED0,56,4E,0A,40,2,0x380
0x407E,07,0x00CED1,4C,49,0A,40,2,0x381
0x407D,04,0x00CED2,46,28,0A,40,2,0x382
0x407C,00,0x00CED3,46,51,0A,40,2,0x383
0x407B,E0,0x00CED4,4B,C5,0A,40,2,0x384
0x4079,3F,0x00CED6,59,3C,0A,40,2,0x386
0x4078,00,0x00CED7,46,D6,0A,40,2,0x387
0x4077,FC,0x00CED8,02,45,0A,40,2,0x388
0x4076,92,0x00CED9,40,4A,0A,40,2,0x389
0x4075,03,0x00CEDA,47,3E,0A,40,2,0x38A
0x4074,7F,0x00CEDB,43,D5,0A,40,2,0x38B
0x4073,00,0x00CEDC,C7,41,0A,40,2,0x38C
0x4072,80,0x00CEDD,40,3D,0A,40,2,0x38D
0x4071,96,0x00CEDE,3B,57,0A,40,2,0x38E
0x4070,03,0x00CEDF,46,3E,0A,40,2,0x38F
0x406F,00,0x00CEE0,3D,32,0A,40,2,0x390
0x406E,1B,0x00CEE1,43,38,0A,40,2,0x391
0x406D,03,0x00CEE2,18,57,0A,40,2,0x392
0x406C,F8,0x00CEE3,36,41,0A,40,2,0x393
0x406B,FF,0x00CEE4,44,B6,0A,40,2,0x394
0x406A,1F,0x00CEE5,38,34,0A,40,2,0x395
0x4069,0B,0x00CEE6,43,3B,0A,40,2,0x396
0x4068,C0,0x00CEE7,33,37,0A,40,2,0x397
0x4067,FF,0x00CEE8,2E,C5,0A,40,2,0x398
0x4066,03,0x00CEE9,30,34,0A,40,2,0x399
0x4065,04,0x00CEEA,3B,39,0A,40,2,0x39A
0x4064,92,0x00CEEB,32,30,0A,40,2,0x39B
0x4063,03,0x00CEEC,6D,C4,0A,40,2,0x39C
0x4062,80,0x00CEED,36,30,0A,40,2,0x39D
0x4061,FF,0x00CEEE,EC,2B,0A,40,2,0x39E
0x4060,7F,0x00CEEF,2A,45,0A,40,2,0x39F
0x405F,96,0x00CEF0,3F,2D,0A,40,2,0x3A0
0x405E,,0x0CEF1,2C,A8,0A,40,2,0x3A1
0x405D,FF,0x00CEF2,2B,31,0A,40,2,0x3A2
0x405C,1A,0x00CEF3,2B,07,0A,40,2,0x3A3
0x405B,03,0x00CEF4,26,30,0A,40,2,0x3A4
0x405A,7F,0x00CEF5,21,64,0A,40,2,0x3A5
0x4059,09,0x00CEF6,AD,24,0A,40,2,0x3A6
0x4058,E0,0x00CEF7,26,13,0A,40,2,0x3A7
0x4057,0B,0x00CEF8,22,B5,0A,40,2,0x3A8
0x4056,1F,0x00CEF9,2C,24,0A,40,2,0x3A9
0x4055,00,0x00CEFA,23,29,0A,40,2,0x3AA
0x4054,F8,0x00CEFB,29,1D,0A,40,2,0x3AB
0x4053,92,0x00CEFC,3D,B4,0A,40,2,0x3AC
0x4052,03,0x00CEFD,1D,20,0A,40,2,0x3AD
0x4051,7F,0x00CEFE,2A,1C,0A,40,2,0x3AE
0x4050,00,0x00CEFF,1E,35,0A,40,2,0x3AF
0x404F,80,0x00CF00,0A,1D,0A,40,2,0x3B0
0x404E,96,0x00CF01,18,99,0A,40,2,0x3B1
0x404D,,0x0CF02,1B,21,0A,40,2,0x3B2
0x404C,00,0x00CF03,1B,36,0A,40,2,0x3B3
0x404B,1A,0x00CF04,16,20,0A,40,2,0x3B4
0x404A,03,0x00CF05,20,D5,0A,40,2,0x3B5
0x4049,80,0x00CF06,17,13,0A,40,2,0x3B6
0x4048,09,0x00CF07,D3,22,0A,40,2,0x3B7
0x4047,1F,0x00CF08,1B,A5,0A,40,2,0x3B8
0x4046,0B,0x00CF09,50,14,0A,40,2,0x3B9
0x4045,E0,0x00CF0A,10,19,0A,40,2,0x3BA
0x4044,FF,0x00CF0B,24,10,0A,40,2,0x3BB
0x4043,07,0x00CF0C,11,A4,0A,40,2,0x3BC
0x4042,04,0x00CF0D,09,10,0A,40,2,0x3BD
0x4040,,0x0CF0F,0E,25,0A,40,2,0x3BF
0x403F,80,0x00CF10,0E,0D,0A,40,2,0x3C0
0x403E,FF,0x00CF11,92,10,0A,40,2,0x3C1
0x403D,7F,0x00CF12,0B,0C,0A,40,2,0x3C2
0x403C,96,0x00CF13,91,10,0A,40,2,0x3C3
0x403B,,0x0CF14,09,E6,0A,40,2,0x3C4
0x403A,FF,0x00CF15,14,0F,0A,40,2,0x3C5
0x4039,1A,0x00CF16,0E,43,0A,40,2,0x3C6
0x4038,03,0x00CF17,C3,03,0A,40,2,0x3C7
0x4037,07,0x00CF18,01,F2,0A,40,2,0x3C8
0x4036,04,0x00CF19,0F,94,0A,40,2,0x3C9
0x4034,E0,0x00CF1B,FF,00,0A,40,2,0x3CB
0x4033,0B,0x00CF1C,7E,FE,0A,40,2,0x3CC
0x4032,1F,0x00CF1D,FC,FB,0A,40,2,0x3CD
0x4031,00,0x00CF1E,08,92,0A,40,2,0x3CE
0x402F,FF,0x00CF20,FB,FA,0A,40,2,0x3D0
0x402E,13,0x00CF21,F9,13,0A,40,2,0x3D1
0x402D,03,0x00CF22,FD,FB,0A,40,2,0x3D2
0x402C,00,0x00CF23,E7,EF,0A,40,2,0x3D3
0x402B,80,0x00CF24,F5,FF,0A,40,2,0x3D4
0x402A,96,0x00CF25,FB,14,0A,40,2,0x3D5
0x4029,,0x0CF26,F7,FE,0A,40,2,0x3D6
0x4028,00,0x00CF27,D4,B3,0A,40,2,0x3D7
0x4026,03,0x00CF29,FE,00,0A,40,2,0x3D9
0x4025,F8,0x00CF2A,F3,83,0A,40,2,0x3DA
0x4024,09,0x00CF2B,0E,F2,0A,40,2,0x3DB
0x4023,1F,0x00CF2C,EE,EC,0A,40,2,0x3DC
0x4022,0B,0x00CF2D,6D,EC,0A,40,2,0x3DD
0x4021,E0,0x00CF2E,76,ED,0A,40,2,0x3DE
0x4020,FF,0x00CF2F,EE,81,0A,40,2,0x3DF
0x401F,07,0x00CF30,74,ED,0A,40,2,0x3E0
0x401E,04,0x00CF31,EC,82,0A,40,2,0x3E1
0x401D,00,0x00CF32,D8,EB,0A,40,2,0x3E2
0x401C,13,0x00CF33,F1,66,0A,40,2,0x3E3
0x401B,03,0x00CF34,25,F0,0A,40,2,0x3E4
0x401A,FF,0x00CF35,E5,C5,0A,40,2,0x3E5
0x4019,7F,0x00CF36,F2,EE,0A,40,2,0x3E6
0x4018,96,0x00CF37,E6,02,0A,40,2,0x3E7
0x4017,03,0x00CF38,E1,E2,0A,40,2,0x3E8
0x4016,99,0x00CF39,60,D1,0A,40,2,0x3E9
0x4015,03,0x00CF3A,E0,DF,0A,40,2,0x3EA
0x4014,7F,0x00CF3B,EB,F2,0A,40,2,0x3EB
0x4012,E0,0x00CF3D,DB,E6,0A,40,2,0x3ED
0x4011,0B,0x00CF3E,DB,DA,0A,40,2,0x3EE
0x4010,0F,0x00CF3F,E0,71,0A,40,2,0x3EF
0x400F,00,0x00CF40,E9,DD,0A,40,2,0x3F0
0x400E,F8,0x00CF41,D9,72,0A,40,2,0x3F1
0x400D,92,0x00CF42,DE,DB,0A,40,2,0x3F2
0x400C,,0x0CF43,DA,57,0A,40,2,0x3F3
0x400B,7F,0x00CF44,F4,E0,0A,40,2,0x3F4
0x400A,,0x0CF45,D5,F4,0A,40,2,0x3F5
0x4009,80,0x00CF46,E1,DE,0A,40,2,0x3F6
0x4008,96,0x00CF47,D6,B3,0A,40,2,0x3F7
0x4007,03,0x00CF48,B2,D1,0A,40,2,0x3F8
0x4006,99,0x00CF49,D0,E0,0A,40,2,0x3F9
0x4005,03,0x00CF4A,4F,D0,0A,40,2,0x3FA
0x4004,80,0x00CF4B,59,E2,0A,40,2,0x3FB
0x4002,1F,0x00CF4D,CC,D6,0A,40,2,0x3FD
0x4001,0B,0x00CF4E,D6,CD,0A,40,2,0x3FE
0x4000,F0,0x00CF4F,CE,61,0A,40,2,0x3FF
0x47E2,FF,0x00CF7D,2F,AF,0A,40,3,0x01D
0x47E1,01,0x00CF7E,BA,B0,0A,40,3,0x01E
0x47E0,03,0x00CF7F,A3,B1,0A,40,3,0x01F
0x47DF,AB,0x00CF80,AC,58,0A,40,3,0x020
0x47DE,01,0x00CF81,A1,AD,0A,40,3,0x021
0x47DD,03,0x00CF82,AA,AE,0A,40,3,0x022
0x47DC,FF,0x00CF83,AF,A9,0A,40,3,0x023
0x47DB,01,0x00CF84,28,AA,0A,40,3,0x024
0x47DA,03,0x00CF85,A5,AB,0A,40,3,0x025
0x47D8,01,0x00CF87,05,A7,0A,40,3,0x027
0x47D7,03,0x00CF88,7A,A8,0A,40,3,0x028
0x47D6,FF,0x00CF89,83,A3,0A,40,3,0x029
0x47D5,01,0x00CF8A,A2,A4,0A,40,3,0x02A
0x47D4,03,0x00CF8B,A8,A5,0A,40,3,0x02B
0x47D3,FF,0x00CF8C,A4,A0,0A,40,3,0x02C
0x47D2,01,0x00CF8D,FF,A1,0A,40,3,0x02D
0x47D1,03,0x00CF8E,9C,A2,0A,40,3,0x02E
0x47D0,BF,0x00CF8F,9D,5D,0A,40,3,0x02F
0x47CF,01,0x00CF90,DD,9E,0A,40,3,0x030
0x47CE,03,0x00CF91,A7,9F,0A,40,3,0x031
0x47CD,AA,0x00CF92,B0,45,0A,40,3,0x032
0x47CC,01,0x00CF93,9A,9B,0A,40,3,0x033
0x47CB,03,0x00CF94,9D,9C,0A,40,3,0x034
0x47CA,AA,0x00CF95,9C,42,0A,40,3,0x035
0x47C9,01,0x00CF96,97,98,0A,40,3,0x036
0x47C8,03,0x00CF97,9B,99,0A,40,3,0x037
0x47C7,AA,0x00CF98,D5,3F,0A,40,3,0x038
0x47C5,03,0x00CF9A,93,96,0A,40,3,0x03A
0x47C4,AA,0x00CF9B,D2,3C,0A,40,3,0x03B
0x47C3,01,0x00CF9C,A6,92,0A,40,3,0x03C
0x47C2,03,0x00CF9D,D0,93,0A,40,3,0x03D
0x47C1,FE,0x00CF9E,8F,8D,0A,40,3,0x03E
0x47C0,01,0x00CF9F,94,8F,0A,40,3,0x03F
0x47BE,FF,0x00CFA1,DC,8B,0A,40,3,0x041
0x47BD,01,0x00CFA2,90,8C,0A,40,3,0x042
0x47BC,03,0x00CFA3,8E,8D,0A,40,3,0x043
0x47BB,AB,0x00CFA4,89,34,0A,40,3,0x044
0x47BA,01,0x00CFA5,21,89,0A,40,3,0x045
0x47B8,AA,0x00CFA7,45,30,0A,40,3,0x047
0x47B7,01,0x00CFA8,2F,86,0A,40,3,0x048
0x47B6,03,0x00CFA9,8B,87,0A,40,3,0x049
0x47B5,AA,0x00CFAA,6D,2D,0A,40,3,0x04A
0x47B4,01,0x00CFAB,81,83,0A,40,3,0x04B
0x47B3,03,0x00CFAC,6B,84,0A,40,3,0x04C
0x47B2,AA,0x00CFAD,7F,2A,0A,40,3,0x04D
0x47B1,01,0x00CFAE,6A,80,0A,40,3,0x04E
0x47B0,03,0x00CFAF,3D,81,0A,40,3,0x04F
0x47AF,EA,0x00CFB0,7B,67,0A,40,3,0x050
0x47AE,01,0x00CFB1,7B,7D,0A,40,3,0x051
0x47AD,03,0x00CFB2,2A,7E,0A,40,3,0x052
0x47AC,FF,0x00CFB3,24,79,0A,40,3,0x053
0x47AB,01,0x00CFB4,28,7A,0A,40,3,0x054
0x47AA,03,0x00CFB5,77,7B,0A,40,3,0x055
0x47A9,FF,0x00CFB6,7C,76,0A,40,3,0x056
0x47A8,01,0x00CFB7,60,77,0A,40,3,0x057
0x47A7,03,0x00CFB8,74,78,0A,40,3,0x058
0x47A6,AF,0x00CFB9,7A,23,0A,40,3,0x059
0x47A5,01,0x00CFBA,1D,74,0A,40,3,0x05A
0x47A4,03,0x00CFBB,5C,75,0A,40,3,0x05B
0x47A3,AA,0x00CFBC,70,1B,0A,40,3,0x05C
0x47A2,01,0x00CFBD,F0,71,0A,40,3,0x05D
0x47A1,03,0x00CFBE,19,72,0A,40,3,0x05E
0x47A0,AA,0x00CFBF,75,18,0A,40,3,0x05F
0x479F,01,0x00CFC0,77,6E,0A,40,3,0x060
0x479E,03,0x00CFC1,70,6F,0A,40,3,0x061
0x479D,AA,0x00CFC2,6B,15,0A,40,3,0x062
0x479C,01,0x00CFC3,94,6B,0A,40,3,0x063
0x479B,03,0x00CFC4,69,6C,0A,40,3,0x064
0x479A,FF,0x00CFC5,90,67,0A,40,3,0x065
0x4799,01,0x00CFC6,E7,68,0A,40,3,0x066
0x4798,03,0x00CFC7,68,69,0A,40,3,0x067
0x4797,00,0x00CFC8,69,65,0A,40,3,0x068
0x4796,01,0x00CFC9,64,65,0A,40,3,0x069
0x4795,03,0x00CFCA,0B,66,0A,40,3,0x06A
0x4793,01,0x00CFCC,89,62,0A,40,3,0x06C
0x4792,03,0x00CFCD,60,63,0A,40,3,0x06D
0x4791,00,0x00CFCE,64,5F,0A,40,3,0x06E
0x4790,04,0x00CFCF,68,62,0A,40,3,0x06F
0x478F,03,0x00CFD0,61,60,0A,40,3,0x070
0x478E,80,0x00CFD1,65,DC,0A,40,3,0x071
0x478D,01,0x00CFD2,DB,5C,0A,40,3,0x072
0x478C,03,0x00CFD3,04,5D,0A,40,3,0x073
0x478B,AA,0x00CFD4,63,03,0A,40,3,0x074
0x4789,03,0x00CFD6,57,5A,0A,40,3,0x076
0x4788,02,0x00CFD7,EF,58,0A,40,3,0x077
0x4787,01,0x00CFD8,58,56,0A,40,3,0x078
0x4786,03,0x00CFD9,D3,57,0A,40,3,0x079
0x4785,00,0x00CFDA,A8,53,0A,40,3,0x07A
0x4784,01,0x00CFDB,59,53,0A,40,3,0x07B
0x4783,03,0x00CFDC,46,54,0A,40,3,0x07C
0x4782,A8,0x00CFDD,CF,F8,0A,40,3,0x07D
0x4781,01,0x00CFDE,A4,50,0A,40,3,0x07E
0x4780,03,0x00CFDF,CD,51,0A,40,3,0x07F
0x477F,AA,0x00CFE0,22,F7,0A,40,3,0x080
0x477E,06,0x00CFE1,CB,52,0A,40,3,0x081
0x477D,0A,0x00CFE2,48,55,0A,40,3,0x082
0x477C,04,0x00CFE3,49,4E,0A,40,3,0x083
0x477B,00,0x00CFE4,A0,49,0A,40,3,0x084
0x477A,05,0x00CFE5,9D,4D,0A,40,3,0x085
0x4779,A8,0x00CFE6,9E,EF,0A,40,3,0x086
0x4778,AA,0x00CFE7,C5,F0,0A,40,3,0x087
0x4777,05,0x00CFE8,9A,4A,0A,40,3,0x088
0x4776,2A,0x00CFE9,19,6E,0A,40,3,0x089
0x4775,00,0x00CFEA,42,43,0A,40,3,0x08A
0x4774,99,0x00CFEB,47,DB,0A,40,3,0x08B
0x4773,03,0x00CFEC,98,44,0A,40,3,0x08C
0x4772,FF,0x00CFED,95,3F,0A,40,3,0x08D
0x4771,D5,0x00CFEE,48,14,0A,40,3,0x08E
0x4770,0B,0x00CFEF,7E,49,0A,40,3,0x08F
0x476F,7F,0x00CFF0,92,BC,0A,40,3,0x090
0x476E,55,0x00CFF1,43,91,0A,40,3,0x091
0x476D,07,0x00CFF2,50,42,0A,40,3,0x092
0x476C,FD,0x00CFF3,3A,37,0A,40,3,0x093
0x476B,FF,0x00CFF4,8E,38,0A,40,3,0x094
0x476A,57,0x00CFF5,38,8F,0A,40,3,0x095
0x4768,06,0x00CFF7,76,3C,0A,40,3,0x097
0x4767,F5,0x00CFF8,36,2A,0A,40,3,0x098
0x4766,FF,0x00CFF9,34,33,0A,40,3,0x099
0x4765,7F,0x00CFFA,87,B2,0A,40,3,0x09A
0x4763,07,0x00CFFC,85,38,0A,40,3,0x09C
0x4762,FF,0x00CFFD,30,2F,0A,40,3,0x09D
0x4761,00,0x00CFFE,84,2F,0A,40,3,0x09E
0x4760,54,0x00CFFF,43,82,0A,40,3,0x09F
0x475F,0B,0x00D000,2D,38,0A,40,3,0x0A0
0x475E,40,0x00D001,31,6C,0A,40,3,0x0A1
0x475D,55,0x00D002,7B,80,0A,40,3,0x0A2
0x475C,07,0x00D003,7F,31,0A,40,3,0x0A3
0x475B,01,0x00D004,29,2A,0A,40,3,0x0A4
0x475A,00,0x00D005,2D,28,0A,40,3,0x0A5
0x4759,54,0x00D006,C0,7B,0A,40,3,0x0A6
0x4758,55,0x00D007,29,7B,0A,40,3,0x0A7
0x4757,06,0x00D008,2F,2B,0A,40,3,0x0A8
0x4756,15,0x00D009,0E,39,0A,40,3,0x0A9
0x4755,00,0x00D00A,2C,23,0A,40,3,0x0AA
0x4754,05,0x00D00B,E1,27,0A,40,3,0x0AB
0x4753,55,0x00D00C,CB,76,0A,40,3,0x0AC
0x4752,07,0x00D00D,DE,27,0A,40,3,0x0AD
0x4751,01,0x00D00E,09,20,0A,40,3,0x0AE
0x4750,99,0x00D00F,DD,B7,0A,40,3,0x0AF
0x474F,03,0x00D010,1B,20,0A,40,3,0x0B0
0x474C,88,0x00D013,19,A2,0A,40,3,0x0B3
0x474B,03,0x00D014,C8,1C,0A,40,3,0x0B4
0x474A,AF,0x00D015,C2,C7,0A,40,3,0x0B5
0x4749,FE,0x00D016,1C,15,0A,40,3,0x0B6
0x4748,0C,0x00D017,00,22,0A,40,3,0x0B7
0x4747,EA,0x00D018,14,FF,0A,40,3,0x0B8
0x4746,FF,0x00D019,19,13,0A,40,3,0x0B9
0x4745,05,0x00D01A,BD,18,0A,40,3,0x0BA
0x4744,FA,0x00D01B,FC,0C,0A,40,3,0x0BB
0x4743,09,0x00D01C,10,1A,0A,40,3,0x0BC
0x4742,BF,0x00D01D,15,CF,0A,40,3,0x0BD
0x4741,FE,0x00D01E,18,0D,0A,40,3,0x0BE
0x4740,00,0x00D01F,8E,0E,0A,40,3,0x0BF
0x473F,2A,0x00D020,17,37,0A,40,3,0x0C0
0x473E,88,0x00D021,10,94,0A,40,3,0x0C1
0x473D,03,0x00D022,14,0E,0A,40,3,0x0C2
0x473C,A8,0x00D023,8A,B2,0A,40,3,0x0C3
0x473B,02,0x00D024,B3,0B,0A,40,3,0x0C4
0x473A,04,0x00D025,A8,0C,0A,40,3,0x0C5
0x4739,0B,0x00D026,11,12,0A,40,3,0x0C6
0x4738,80,0x00D027,0A,86,0A,40,3,0x0C7
0x4737,0A,0x00D028,85,0F,0A,40,3,0x0C8
0x4736,04,0x00D029,06,08,0A,40,3,0x0C9
0x4735,00,0x00D02A,07,03,0A,40,3,0x0CA
0x4734,80,0x00D02B,02,82,0A,40,3,0x0CB
0x4733,0A,0x00D02C,29,0B,0A,40,3,0x0CC
0x4732,04,0x00D02D,00,04,0A,40,3,0x0CD
0x4731,09,0x00D02E,A7,08,0A,40,3,0x0CE
0x4730,A0,0x00D02F,A8,9E,0A,40,3,0x0CF
0x472F,02,0x00D030,02,FF,0A,40,3,0x0D0
0x472E,04,0x00D031,26,00,0A,40,3,0x0D1
0x472D,99,0x00D032,FB,94,0A,40,3,0x0D2
0x472C,03,0x00D033,FF,FD,0A,40,3,0x0D3
0x472B,FF,0x00D034,A3,F8,0A,40,3,0x0D4
0x472A,D5,0x00D035,02,CD,0A,40,3,0x0D5
0x4729,88,0x00D036,FB,7F,0A,40,3,0x0D6
0x4728,03,0x00D037,F6,F9,0A,40,3,0x0D7
0x4727,57,0x00D038,FA,4C,0A,40,3,0x0D8
0x4726,FD,0x00D039,8D,F1,0A,40,3,0x0D9
0x4725,0B,0x00D03A,F6,FE,0A,40,3,0x0DA
0x4724,7F,0x00D03B,FB,71,0A,40,3,0x0DB
0x4723,F5,0x00D03C,70,E6,0A,40,3,0x0DC
0x4722,FF,0x00D03D,E5,EF,0A,40,3,0x0DD
0x4721,7F,0x00D03E,F8,6E,0A,40,3,0x0DE
0x4720,FD,0x00D03F,4D,EB,0A,40,3,0x0DF
0x471F,09,0x00D040,4A,F6,0A,40,3,0x0E0
0x471E,7F,0x00D041,41,6B,0A,40,3,0x0E1
0x471D,FD,0x00D042,F2,E8,0A,40,3,0x0E2
0x471C,00,0x00D043,F3,EA,0A,40,3,0x0E3
0x471B,54,0x00D044,E8,3D,0A,40,3,0x0E4
0x471A,88,0x00D045,47,70,0A,40,3,0x0E5
0x4719,03,0x00D046,3C,EA,0A,40,3,0x0E6
