ram_addr,ram_offset,d88_c,d88_h,d88_r,sector_raw_base,raw_index,raw_file_offset,DE,Ccorr,stored_byte,current_raw_byte,reverse_roundtrip
0x2BFF,0x03FF,09,40,1,0x00B2F0,0x000,0x00B2F0,0x0400,37,09,D6,OK
0x2BFE,0x03FE,09,40,1,0x00B2F0,0x001,0x00B2F1,0x03FF,37,FF,CA,OK
0x2BFD,0x03FD,09,40,1,0x00B2F0,0x002,0x00B2F2,0x03FE,37,0F,D9,OK
0x2BFC,0x03FC,09,40,1,0x00B2F0,0x003,0x00B2F3,0x03FD,37,A1,6A,OK
0x2BFB,0x03FB,09,40,1,0x00B2F0,0x004,0x00B2F4,0x03FC,37,03,CB,OK
0x2BFA,0x03FA,09,40,1,0x00B2F0,0x005,0x00B2F5,0x03FB,37,8B,52,OK
0x2BF9,0x03F9,09,40,1,0x00B2F0,0x006,0x00B2F6,0x03FA,37,03,C9,OK
0x2BF8,0x03F8,09,40,1,0x00B2F0,0x007,0x00B2F7,0x03F9,37,C0,85,OK
0x2BF7,0x03F7,09,40,1,0x00B2F0,0x008,0x00B2F8,0x03F8,37,FF,C3,OK
0x2BF6,0x03F6,09,40,1,0x00B2F0,0x009,0x00B2F9,0x03F7,37,06,C9,OK
0x2BF5,0x03F5,09,40,1,0x00B2F0,0x00A,0x00B2FA,0x03F6,37,01,C3,OK
0x2BF4,0x03F4,09,40,1,0x00B2F0,0x00B,0x00B2FB,0x03F5,37,89,4A,OK
0x2BF3,0x03F3,09,40,1,0x00B2F0,0x00C,0x00B2FC,0x03F4,37,03,C3,OK
0x2BF2,0x03F2,09,40,1,0x00B2F0,0x00D,0x00B2FD,0x03F3,37,C0,7F,OK
0x2BF1,0x03F1,09,40,1,0x00B2F0,0x00E,0x00B2FE,0x03F2,37,0C,CA,OK
0x2BF0,0x03F0,09,40,1,0x00B2F0,0x00F,0x00B2FF,0x03F1,37,01,BE,OK
0x2BEF,0x03EF,09,40,1,0x00B2F0,0x010,0x00B300,0x03F0,37,00,BC,OK
0x2BEE,0x03EE,09,40,1,0x00B2F0,0x011,0x00B301,0x03EF,37,05,C0,OK
0x2BED,0x03ED,09,40,1,0x00B2F0,0x012,0x00B302,0x03EE,37,FE,B8,OK
0x2BEC,0x03EC,09,40,1,0x00B2F0,0x013,0x00B303,0x03ED,37,09,C2,OK
0x2BEB,0x03EB,09,40,1,0x00B2F0,0x014,0x00B304,0x03EC,37,3F,F7,OK
0x2BEA,0x03EA,09,40,1,0x00B2F0,0x015,0x00B305,0x03EB,37,00,B7,OK
0x2BE9,0x03E9,09,40,1,0x00B2F0,0x016,0x00B306,0x03EA,37,08,BE,OK
0x2BE8,0x03E8,09,40,1,0x00B2F0,0x017,0x00B307,0x03E9,37,FC,B1,OK
0x2BE7,0x03E7,09,40,1,0x00B2F0,0x018,0x00B308,0x03E8,37,FF,B3,OK
0x2BE6,0x03E6,09,40,1,0x00B2F0,0x019,0x00B309,0x03E7,37,00,B3,OK
0x2BE5,0x03E5,09,40,1,0x00B2F0,0x01A,0x00B30A,0x03E6,37,F0,A2,OK
0x2BE4,0x03E4,09,40,1,0x00B2F0,0x01B,0x00B30B,0x03E5,37,09,BA,OK
0x2BE3,0x03E3,09,40,1,0x00B2F0,0x01C,0x00B30C,0x03E4,37,01,B1,OK
0x2BE2,0x03E2,09,40,1,0x00B2F0,0x01D,0x00B30D,0x03E3,37,E0,8F,OK
0x2BE1,0x03E1,09,40,1,0x00B2F0,0x01E,0x00B30E,0x03E2,37,FF,AD,OK
0x2BE0,0x03E0,09,40,1,0x00B2F0,0x01F,0x00B30F,0x03E1,37,09,B6,OK
0x2BDF,0x03DF,09,40,1,0x00B2F0,0x020,0x00B310,0x03E0,37,03,AF,OK
0x2BDE,0x03DE,09,40,1,0x00B2F0,0x021,0x00B311,0x03DF,37,3F,EA,OK
0x2BDD,0x03DD,09,40,1,0x00B2F0,0x022,0x00B312,0x03DE,37,0A,B4,OK
0x2BDC,0x03DC,09,40,1,0x00B2F0,0x023,0x00B313,0x03DD,37,FF,A8,OK
0x2BDB,0x03DB,09,40,1,0x00B2F0,0x024,0x00B314,0x03DC,37,1F,C7,OK
0x2BDA,0x03DA,09,40,1,0x00B2F0,0x025,0x00B315,0x03DB,37,8E,35,OK
0x2BD9,0x03D9,09,40,1,0x00B2F0,0x026,0x00B316,0x03DA,37,03,A9,OK
0x2BD8,0x03D8,09,40,1,0x00B2F0,0x027,0x00B317,0x03D9,37,94,39,OK
0x2BD7,0x03D7,09,40,1,0x00B2F0,0x028,0x00B318,0x03D8,37,03,A7,OK
0x2BD6,0x03D6,09,40,1,0x00B2F0,0x029,0x00B319,0x03D7,37,FC,9F,OK
0x2BD5,0x03D5,09,40,1,0x00B2F0,0x02A,0x00B31A,0x03D6,37,FF,A1,OK
0x2BD4,0x03D4,09,40,1,0x00B2F0,0x02B,0x00B31B,0x03D5,37,89,2A,OK
0x2BD3,0x03D3,09,40,1,0x00B2F0,0x02C,0x00B31C,0x03D4,37,03,A3,OK
0x2BD2,0x03D2,09,40,1,0x00B2F0,0x02D,0x00B31D,0x03D3,37,FE,9D,OK
0x2BD1,0x03D1,09,40,1,0x00B2F0,0x02E,0x00B31E,0x03D2,37,FF,9D,OK
0x2BD0,0x03D0,09,40,1,0x00B2F0,0x02F,0x00B31F,0x03D1,37,0F,AC,OK
0x2BCF,0x03CF,09,40,1,0x00B2F0,0x030,0x00B320,0x03D0,37,86,22,OK
0x2BCE,0x03CE,09,40,1,0x00B2F0,0x031,0x00B321,0x03CF,37,03,9E,OK
0x2BCD,0x03CD,09,40,1,0x00B2F0,0x032,0x00B322,0x03CE,37,FE,98,OK
0x2BCC,0x03CC,09,40,1,0x00B2F0,0x033,0x00B323,0x03CD,37,FF,98,OK
0x2BCB,0x03CB,09,40,1,0x00B2F0,0x034,0x00B324,0x03CC,37,05,9D,OK
0x2BCA,0x03CA,09,40,1,0x00B2F0,0x035,0x00B325,0x03CB,37,01,98,OK
0x2BC9,0x03C9,09,40,1,0x00B2F0,0x036,0x00B326,0x03CA,37,00,96,OK
0x2BC8,0x03C8,09,40,1,0x00B2F0,0x037,0x00B327,0x03C9,37,FF,94,OK
0x2BC7,0x03C7,09,40,1,0x00B2F0,0x038,0x00B328,0x03C8,37,07,9B,OK
0x2BC6,0x03C6,09,40,1,0x00B2F0,0x039,0x00B329,0x03C7,37,04,97,OK
0x2BC5,0x03C5,09,40,1,0x00B2F0,0x03A,0x00B32A,0x03C6,37,A1,33,OK
0x2BC4,0x03C4,09,40,1,0x00B2F0,0x03B,0x00B32B,0x03C5,37,03,94,OK
0x2BC3,0x03C3,09,40,1,0x00B2F0,0x03C,0x00B32C,0x03C4,37,8C,1C,OK
0x2BC2,0x03C2,09,40,1,0x00B2F0,0x03D,0x00B32D,0x03C3,37,03,92,OK
0x2BC1,0x03C1,09,40,1,0x00B2F0,0x03E,0x00B32E,0x03C2,37,FE,8C,OK
0x2BC0,0x03C0,09,40,1,0x00B2F0,0x03F,0x00B32F,0x03C1,37,FF,8C,OK
0x2BBF,0x03BF,09,40,1,0x00B2F0,0x040,0x00B330,0x03C0,37,03,8F,OK
0x2BBE,0x03BE,09,40,1,0x00B2F0,0x041,0x00B331,0x03BF,37,04,8F,OK
0x2BBD,0x03BD,09,40,1,0x00B2F0,0x042,0x00B332,0x03BE,37,8A,14,OK
0x2BBC,0x03BC,09,40,1,0x00B2F0,0x043,0x00B333,0x03BD,37,03,8C,OK
0x2BBB,0x03BB,09,40,1,0x00B2F0,0x044,0x00B334,0x03BC,37,E0,68,OK
0x2BBA,0x03BA,09,40,1,0x00B2F0,0x045,0x00B335,0x03BB,37,0C,93,OK
0x2BB9,0x03B9,09,40,1,0x00B2F0,0x046,0x00B336,0x03BA,37,01,87,OK
0x2BB8,0x03B8,09,40,1,0x00B2F0,0x047,0x00B337,0x03B9,37,00,85,OK
0x2BB7,0x03B7,09,40,1,0x00B2F0,0x048,0x00B338,0x03B8,37,80,04,OK
0x2BB6,0x03B6,09,40,1,0x00B2F0,0x049,0x00B339,0x03B7,37,0A,8D,OK
0x2BB5,0x03B5,09,40,1,0x00B2F0,0x04A,0x00B33A,0x03B6,37,3F,C1,OK
0x2BB4,0x03B4,09,40,1,0x00B2F0,0x04B,0x00B33B,0x03B5,37,00,81,OK
0x2BB3,0x03B3,09,40,1,0x00B2F0,0x04C,0x00B33C,0x03B4,37,08,88,OK
0x2BB2,0x03B2,09,40,1,0x00B2F0,0x04D,0x00B33D,0x03B3,37,FE,7D,OK
0x2BB1,0x03B1,09,40,1,0x00B2F0,0x04E,0x00B33E,0x03B2,37,FF,7D,OK
0x2BB0,0x03B0,09,40,1,0x00B2F0,0x04F,0x00B33F,0x03B1,37,00,7D,OK
0x2BAF,0x03AF,09,40,1,0x00B2F0,0x050,0x00B340,0x03B0,37,F8,74,OK
0x2BAE,0x03AE,09,40,1,0x00B2F0,0x051,0x00B341,0x03AF,37,09,84,OK
0x2BAD,0x03AD,09,40,1,0x00B2F0,0x052,0x00B342,0x03AE,37,03,7D,OK
0x2BAC,0x03AC,09,40,1,0x00B2F0,0x053,0x00B343,0x03AD,37,04,7D,OK
0x2BAB,0x03AB,09,40,1,0x00B2F0,0x054,0x00B344,0x03AC,37,E0,58,OK
0x2BAA,0x03AA,09,40,1,0x00B2F0,0x055,0x00B345,0x03AB,37,88,FF,OK
0x2BA9,0x03A9,09,40,1,0x00B2F0,0x056,0x00B346,0x03AA,37,03,79,OK
0x2BA8,0x03A8,09,40,1,0x00B2F0,0x057,0x00B347,0x03A9,37,7F,F4,OK
0x2BA7,0x03A7,09,40,1,0x00B2F0,0x058,0x00B348,0x03A8,37,0B,7F,OK
0x2BA6,0x03A6,09,40,1,0x00B2F0,0x059,0x00B349,0x03A7,37,F0,63,OK
0x2BA5,0x03A5,09,40,1,0x00B2F0,0x05A,0x00B34A,0x03A6,37,1F,91,OK
0x2BA4,0x03A4,09,40,1,0x00B2F0,0x05B,0x00B34B,0x03A5,37,8E,FF,OK
0x2BA3,0x03A3,09,40,1,0x00B2F0,0x05C,0x00B34C,0x03A4,37,03,73,OK
0x2BA2,0x03A2,09,40,1,0x00B2F0,0x05D,0x00B34D,0x03A3,37,94,03,OK
0x2BA1,0x03A1,09,40,1,0x00B2F0,0x05E,0x00B34E,0x03A2,37,03,71,OK
0x2BA0,0x03A0,09,40,1,0x00B2F0,0x05F,0x00B34F,0x03A1,37,FC,69,OK
0x2B9F,0x039F,09,40,1,0x00B2F0,0x060,0x00B350,0x03A0,37,01,6D,OK
0x2B9E,0x039E,09,40,1,0x00B2F0,0x061,0x00B351,0x039F,37,89,F4,OK
0x2B9D,0x039D,09,40,1,0x00B2F0,0x062,0x00B352,0x039E,37,03,6D,OK
0x2B9C,0x039C,09,40,1,0x00B2F0,0x063,0x00B353,0x039D,37,FE,67,OK
0x2B9B,0x039B,09,40,1,0x00B2F0,0x064,0x00B354,0x039C,37,03,6B,OK
0x2B9A,0x039A,09,40,1,0x00B2F0,0x065,0x00B355,0x039B,37,04,6B,OK
0x2B99,0x0399,09,40,1,0x00B2F0,0x066,0x00B356,0x039A,37,87,ED,OK
0x2B98,0x0398,09,40,1,0x00B2F0,0x067,0x00B357,0x0399,37,03,68,OK
0x2B97,0x0397,09,40,1,0x00B2F0,0x068,0x00B358,0x0398,37,FE,62,OK
0x2B96,0x0396,09,40,1,0x00B2F0,0x069,0x00B359,0x0397,37,FF,62,OK
0x2B95,0x0395,09,40,1,0x00B2F0,0x06A,0x00B35A,0x0396,37,7F,E1,OK
0x2B94,0x0394,09,40,1,0x00B2F0,0x06B,0x00B35B,0x0395,37,09,6A,OK
0x2B93,0x0393,09,40,1,0x00B2F0,0x06C,0x00B35C,0x0394,37,FE,5E,OK
0x2B92,0x0392,09,40,1,0x00B2F0,0x06D,0x00B35D,0x0393,37,03,62,OK
0x2B91,0x0391,09,40,1,0x00B2F0,0x06E,0x00B35E,0x0392,37,04,62,OK
0x2B90,0x0390,09,40,1,0x00B2F0,0x06F,0x00B35F,0x0391,37,00,5D,OK
0x2B8F,0x038F,09,40,1,0x00B2F0,0x070,0x00B360,0x0390,37,0A,66,OK
0x2B8E,0x038E,09,40,1,0x00B2F0,0x071,0x00B361,0x038F,37,03,5E,OK
0x2B8D,0x038D,09,40,1,0x00B2F0,0x072,0x00B362,0x038E,37,7C,D6,OK
0x2B8C,0x038C,09,40,1,0x00B2F0,0x073,0x00B363,0x038D,37,96,EF,OK
0x2B8B,0x038B,09,40,1,0x00B2F0,0x074,0x00B364,0x038C,37,03,5B,OK
0x2B8A,0x038A,09,40,1,0x00B2F0,0x075,0x00B365,0x038B,37,8C,E3,OK
0x2B89,0x0389,09,40,1,0x00B2F0,0x076,0x00B366,0x038A,37,03,59,OK
0x2B88,0x0388,09,40,1,0x00B2F0,0x077,0x00B367,0x0389,37,C0,15,OK
0x2B87,0x0387,09,40,1,0x00B2F0,0x078,0x00B368,0x0388,37,07,5B,OK
0x2B86,0x0386,09,40,1,0x00B2F0,0x079,0x00B369,0x0387,37,04,57,OK
0x2B85,0x0385,09,40,1,0x00B2F0,0x07A,0x00B36A,0x0386,37,8B,DD,OK
0x2B84,0x0384,09,40,1,0x00B2F0,0x07B,0x00B36B,0x0385,37,03,54,OK
0x2B83,0x0383,09,40,1,0x00B2F0,0x07C,0x00B36C,0x0384,37,F0,40,OK
0x2B82,0x0382,09,40,1,0x00B2F0,0x07D,0x00B36D,0x0383,37,0C,5B,OK
0x2B81,0x0381,09,40,1,0x00B2F0,0x07E,0x00B36E,0x0382,37,01,4F,OK
0x2B80,0x0380,09,40,1,0x00B2F0,0x07F,0x00B36F,0x0381,37,00,4D,OK
0x2B7F,0x037F,09,40,1,0x00B2F0,0x080,0x00B370,0x0380,37,C0,0C,OK
0x2B7E,0x037E,09,40,1,0x00B2F0,0x081,0x00B371,0x037F,37,0A,55,OK
0x2B7D,0x037D,09,40,1,0x00B2F0,0x082,0x00B372,0x037E,37,1F,69,OK
0x2B7C,0x037C,09,40,1,0x00B2F0,0x083,0x00B373,0x037D,37,0B,54,OK
0x2B7B,0x037B,09,40,1,0x00B2F0,0x084,0x00B374,0x037C,37,80,C8,OK
0x2B7A,0x037A,09,40,1,0x00B2F0,0x085,0x00B375,0x037B,37,09,50,OK
0x2B79,0x0379,09,40,1,0x00B2F0,0x086,0x00B376,0x037A,37,01,47,OK
0x2B78,0x0378,09,40,1,0x00B2F0,0x087,0x00B377,0x0379,37,FC,41,OK
0x2B77,0x0377,09,40,1,0x00B2F0,0x088,0x00B378,0x0378,37,09,4D,OK
0x2B76,0x0376,09,40,1,0x00B2F0,0x089,0x00B379,0x0377,37,03,46,OK
0x2B75,0x0375,09,40,1,0x00B2F0,0x08A,0x00B37A,0x0376,37,04,46,OK
0x2B74,0x0374,09,40,1,0x00B2F0,0x08B,0x00B37B,0x0375,37,E0,21,OK
0x2B73,0x0373,09,40,1,0x00B2F0,0x08C,0x00B37C,0x0374,37,FF,3F,OK
0x2B72,0x0372,09,40,1,0x00B2F0,0x08D,0x00B37D,0x0373,37,06,45,OK
0x2B71,0x0371,09,40,1,0x00B2F0,0x08E,0x00B37E,0x0372,37,03,41,OK
0x2B70,0x0370,09,40,1,0x00B2F0,0x08F,0x00B37F,0x0371,37,83,C0,OK
0x2B6F,0x036F,09,40,1,0x00B2F0,0x090,0x00B380,0x0370,37,FF,3B,OK
0x2B6E,0x036E,09,40,1,0x00B2F0,0x091,0x00B381,0x036F,37,7F,BA,OK
0x2B6D,0x036D,09,40,1,0x00B2F0,0x092,0x00B382,0x036E,37,0B,45,OK
0x2B6C,0x036C,09,40,1,0x00B2F0,0x093,0x00B383,0x036D,37,E0,19,OK
0x2B6B,0x036B,09,40,1,0x00B2F0,0x094,0x00B384,0x036C,37,0F,47,OK
0x2B6A,0x036A,09,40,1,0x00B2F0,0x095,0x00B385,0x036B,37,8E,C5,OK
0x2B69,0x0369,09,40,1,0x00B2F0,0x096,0x00B386,0x036A,37,03,39,OK
0x2B68,0x0368,09,40,1,0x00B2F0,0x097,0x00B387,0x0369,37,9F,D4,OK
0x2B67,0x0367,09,40,1,0x00B2F0,0x098,0x00B388,0x0368,37,03,37,OK
0x2B66,0x0366,09,40,1,0x00B2F0,0x099,0x00B389,0x0367,37,7E,B1,OK
0x2B65,0x0365,09,40,1,0x00B2F0,0x09A,0x00B38A,0x0366,37,88,BA,OK
0x2B64,0x0364,09,40,1,0x00B2F0,0x09B,0x00B38B,0x0365,37,03,34,OK
0x2B63,0x0363,09,40,1,0x00B2F0,0x09C,0x00B38C,0x0364,37,FE,2E,OK
0x2B62,0x0362,09,40,1,0x00B2F0,0x09D,0x00B38D,0x0363,37,FF,2E,OK
0x2B61,0x0361,09,40,1,0x00B2F0,0x09E,0x00B38E,0x0362,37,0F,3D,OK
0x2B60,0x0360,09,40,1,0x00B2F0,0x09F,0x00B38F,0x0361,37,09,36,OK
0x2B5F,0x035F,09,40,1,0x00B2F0,0x0A0,0x00B390,0x0360,37,FE,2A,OK
0x2B5E,0x035E,09,40,1,0x00B2F0,0x0A1,0x00B391,0x035F,37,03,2E,OK
0x2B5D,0x035D,09,40,1,0x00B2F0,0x0A2,0x00B392,0x035E,37,04,2E,OK
0x2B5C,0x035C,09,40,1,0x00B2F0,0x0A3,0x00B393,0x035D,37,00,29,OK
0x2B5B,0x035B,09,40,1,0x00B2F0,0x0A4,0x00B394,0x035C,37,09,31,OK
0x2B5A,0x035A,09,40,1,0x00B2F0,0x0A5,0x00B395,0x035B,37,03,2A,OK
0x2B59,0x0359,09,40,1,0x00B2F0,0x0A6,0x00B396,0x035A,37,F0,16,OK
0x2B58,0x0358,09,40,1,0x00B2F0,0x0A7,0x00B397,0x0359,37,0F,34,OK
0x2B57,0x0357,09,40,1,0x00B2F0,0x0A8,0x00B398,0x0358,37,96,BA,OK
0x2B56,0x0356,09,40,1,0x00B2F0,0x0A9,0x00B399,0x0357,37,03,26,OK
0x2B55,0x0355,09,40,1,0x00B2F0,0x0AA,0x00B39A,0x0356,37,99,BB,OK
0x2B54,0x0354,09,40,1,0x00B2F0,0x0AB,0x00B39B,0x0355,37,03,24,OK
0x2B53,0x0353,09,40,1,0x00B2F0,0x0AC,0x00B39C,0x0354,37,F8,18,OK
0x2B52,0x0352,09,40,1,0x00B2F0,0x0AD,0x00B39D,0x0353,37,FF,1E,OK
0x2B51,0x0351,09,40,1,0x00B2F0,0x0AE,0x00B39E,0x0352,37,08,26,OK
0x2B50,0x0350,09,40,1,0x00B2F0,0x0AF,0x00B39F,0x0351,37,01,1E,OK
0x2B4F,0x034F,09,40,1,0x00B2F0,0x0B0,0x00B3A0,0x0350,37,00,1C,OK
0x2B4E,0x034E,09,40,1,0x00B2F0,0x0B1,0x00B3A1,0x034F,37,C0,DB,OK
0x2B4D,0x034D,09,40,1,0x00B2F0,0x0B2,0x00B3A2,0x034E,37,0A,24,OK
0x2B4C,0x034C,09,40,1,0x00B2F0,0x0B3,0x00B3A3,0x034D,37,0F,28,OK
0x2B4B,0x034B,09,40,1,0x00B2F0,0x0B4,0x00B3A4,0x034C,37,0B,23,OK
0x2B4A,0x034A,09,40,1,0x00B2F0,0x0B5,0x00B3A5,0x034B,37,F0,07,OK
0x2B49,0x0349,09,40,1,0x00B2F0,0x0B6,0x00B3A6,0x034A,37,09,1F,OK
0x2B48,0x0348,09,40,1,0x00B2F0,0x0B7,0x00B3A7,0x0349,37,01,16,OK
0x2B47,0x0347,09,40,1,0x00B2F0,0x0B8,0x00B3A8,0x0348,37,FC,10,OK
0x2B46,0x0346,09,40,1,0x00B2F0,0x0B9,0x00B3A9,0x0347,37,09,1C,OK
0x2B45,0x0345,09,40,1,0x00B2F0,0x0BA,0x00B3AA,0x0346,37,07,19,OK
0x2B44,0x0344,09,40,1,0x00B2F0,0x0BB,0x00B3AB,0x0345,37,04,15,OK
0x2B43,0x0343,09,40,1,0x00B2F0,0x0BC,0x00B3AC,0x0344,37,F0,00,OK
0x2B42,0x0342,09,40,1,0x00B2F0,0x0BD,0x00B3AD,0x0343,37,FF,0E,OK
0x2B41,0x0341,09,40,1,0x00B2F0,0x0BE,0x00B3AE,0x0342,37,08,16,OK
0x2B40,0x0340,09,40,1,0x00B2F0,0x0BF,0x00B3AF,0x0341,37,0F,1C,OK
0x2B3F,0x033F,09,40,1,0x00B2F0,0x0C0,0x00B3B0,0x0340,37,F0,FC,OK
0x2B3E,0x033E,09,40,1,0x00B2F0,0x0C1,0x00B3B1,0x033F,37,FF,0A,OK
0x2B3D,0x033D,09,40,1,0x00B2F0,0x0C2,0x00B3B2,0x033E,37,3F,49,OK
0x2B3C,0x033C,09,40,1,0x00B2F0,0x0C3,0x00B3B3,0x033D,37,94,9D,OK
0x2B3B,0x033B,09,40,1,0x00B2F0,0x0C4,0x00B3B4,0x033C,37,03,0B,OK
0x2B3A,0x033A,09,40,1,0x00B2F0,0x0C5,0x00B3B5,0x033B,37,9F,A6,OK
0x2B39,0x0339,09,40,1,0x00B2F0,0x0C6,0x00B3B6,0x033A,37,03,09,OK
0x2B38,0x0338,09,40,1,0x00B2F0,0x0C7,0x00B3B7,0x0339,37,02,07,OK
0x2B37,0x0337,09,40,1,0x00B2F0,0x0C8,0x00B3B8,0x0338,37,04,08,OK
0x2B36,0x0336,09,40,1,0x00B2F0,0x0C9,0x00B3B9,0x0337,37,88,8B,OK
0x2B35,0x0335,09,40,1,0x00B2F0,0x0CA,0x00B3BA,0x0336,37,03,05,OK
0x2B34,0x0334,09,40,1,0x00B2F0,0x0CB,0x00B3BB,0x0335,37,FC,FD,OK
0x2B33,0x0333,09,40,1,0x00B2F0,0x0CC,0x00B3BC,0x0334,37,FF,FF,OK
0x2B32,0x0332,09,40,1,0x00B2F0,0x0CD,0x00B3BD,0x0333,37,0F,0E,OK
0x2B31,0x0331,09,40,1,0x00B2F0,0x0CE,0x00B3BE,0x0332,37,09,07,OK
0x2B30,0x0330,09,40,1,0x00B2F0,0x0CF,0x00B3BF,0x0331,37,FE,FB,OK
0x2B2F,0x032F,09,40,1,0x00B2F0,0x0D0,0x00B3C0,0x0330,37,07,03,OK
0x2B2E,0x032E,09,40,1,0x00B2F0,0x0D1,0x00B3C1,0x032F,37,04,FF,OK
0x2B2D,0x032D,09,40,1,0x00B2F0,0x0D2,0x00B3C2,0x032E,37,00,FA,OK
0x2B2C,0x032C,09,40,1,0x00B2F0,0x0D3,0x00B3C3,0x032D,37,08,01,OK
0x2B2B,0x032B,09,40,1,0x00B2F0,0x0D4,0x00B3C4,0x032C,37,03,FB,OK
0x2B2A,0x032A,09,40,1,0x00B2F0,0x0D5,0x00B3C5,0x032B,37,80,77,OK
0x2B29,0x0329,09,40,1,0x00B2F0,0x0D6,0x00B3C6,0x032A,37,7F,75,OK
0x2B28,0x0328,09,40,1,0x00B2F0,0x0D7,0x00B3C7,0x0329,37,97,8C,OK
0x2B27,0x0327,09,40,1,0x00B2F0,0x0D8,0x00B3C8,0x0328,37,03,F7,OK
0x2B26,0x0326,09,40,1,0x00B2F0,0x0D9,0x00B3C9,0x0327,37,99,8C,OK
0x2B25,0x0325,09,40,1,0x00B2F0,0x0DA,0x00B3CA,0x0326,37,03,F5,OK
0x2B24,0x0324,09,40,1,0x00B2F0,0x0DB,0x00B3CB,0x0325,37,FC,ED,OK
0x2B23,0x0323,09,40,1,0x00B2F0,0x0DC,0x00B3CC,0x0324,37,FF,EF,OK
0x2B22,0x0322,09,40,1,0x00B2F0,0x0DD,0x00B3CD,0x0323,37,08,F7,OK
0x2B21,0x0321,09,40,1,0x00B2F0,0x0DE,0x00B3CE,0x0322,37,01,EF,OK
0x2B20,0x0320,09,40,1,0x00B2F0,0x0DF,0x00B3CF,0x0321,37,00,ED,OK
0x2B1F,0x031F,09,40,1,0x00B2F0,0x0E0,0x00B3D0,0x0320,37,E0,CC,OK
0x2B1E,0x031E,09,40,1,0x00B2F0,0x0E1,0x00B3D1,0x031F,37,0A,F5,OK
0x2B1D,0x031D,09,40,1,0x00B2F0,0x0E2,0x00B3D2,0x031E,37,03,ED,OK
0x2B1C,0x031C,09,40,1,0x00B2F0,0x0E3,0x00B3D3,0x031D,37,04,ED,OK
0x2B1B,0x031B,09,40,1,0x00B2F0,0x0E4,0x00B3D4,0x031C,37,0B,F3,OK
0x2B1A,0x031A,09,40,1,0x00B2F0,0x0E5,0x00B3D5,0x031B,37,F0,D7,OK
0x2B19,0x0319,09,40,1,0x00B2F0,0x0E6,0x00B3D6,0x031A,37,09,EF,OK
0x2B18,0x0318,09,40,1,0x00B2F0,0x0E7,0x00B3D7,0x0319,37,01,E6,OK
0x2B17,0x0317,09,40,1,0x00B2F0,0x0E8,0x00B3D8,0x0318,37,F8,DC,OK
0x2B16,0x0316,09,40,1,0x00B2F0,0x0E9,0x00B3D9,0x0317,37,09,EC,OK
0x2B15,0x0315,09,40,1,0x00B2F0,0x0EA,0x00B3DA,0x0316,37,0F,F1,OK
0x2B14,0x0314,09,40,1,0x00B2F0,0x0EB,0x00B3DB,0x0315,37,F0,D1,OK
0x2B13,0x0313,09,40,1,0x00B2F0,0x0EC,0x00B3DC,0x0314,37,FF,DF,OK
0x2B12,0x0312,09,40,1,0x00B2F0,0x0ED,0x00B3DD,0x0313,37,07,E6,OK
0x2B11,0x0311,09,40,1,0x00B2F0,0x0EE,0x00B3DE,0x0312,37,7F,5D,OK
0x2B10,0x0310,09,40,1,0x00B2F0,0x0EF,0x00B3DF,0x0311,37,80,5D,OK
0x2B0F,0x030F,09,40,1,0x00B2F0,0x0F0,0x00B3E0,0x0310,37,09,E5,OK
0x2B0E,0x030E,09,40,1,0x00B2F0,0x0F1,0x00B3E1,0x030F,37,0F,EA,OK
0x2B0D,0x030D,09,40,1,0x00B2F0,0x0F2,0x00B3E2,0x030E,37,94,6E,OK
0x2B0C,0x030C,09,40,1,0x00B2F0,0x0F3,0x00B3E3,0x030D,37,03,DC,OK
0x2B0B,0x030B,09,40,1,0x00B2F0,0x0F4,0x00B3E4,0x030C,37,A8,80,OK
0x2B0A,0x030A,09,40,1,0x00B2F0,0x0F5,0x00B3E5,0x030B,37,03,DA,OK
0x2B09,0x0309,09,40,1,0x00B2F0,0x0F6,0x00B3E6,0x030A,37,F8,CE,OK
0x2B08,0x0308,09,40,1,0x00B2F0,0x0F7,0x00B3E7,0x0309,37,FF,D4,OK
0x2B07,0x0307,09,40,1,0x00B2F0,0x0F8,0x00B3E8,0x0308,37,1F,F3,OK
0x2B06,0x0306,09,40,1,0x00B2F0,0x0F9,0x00B3E9,0x0307,37,09,DC,OK
0x2B05,0x0305,09,40,1,0x00B2F0,0x0FA,0x00B3EA,0x0306,37,FE,D0,OK
0x2B04,0x0304,09,40,1,0x00B2F0,0x0FB,0x00B3EB,0x0305,37,0F,E0,OK
0x2B03,0x0303,09,40,1,0x00B2F0,0x0FC,0x00B3EC,0x0304,37,00,D0,OK
0x2B02,0x0302,09,40,1,0x00B2F0,0x0FD,0x00B3ED,0x0303,37,07,D6,OK
0x2B01,0x0301,09,40,1,0x00B2F0,0x0FE,0x00B3EE,0x0302,37,03,D1,OK
0x2B00,0x0300,09,40,1,0x00B2F0,0x0FF,0x00B3EF,0x0301,37,78,45,OK
0x2AFF,0x02FF,09,40,1,0x00B2F0,0x100,0x00B3F0,0x0300,37,FE,CA,OK
0x2AFE,0x02FE,09,40,1,0x00B2F0,0x101,0x00B3F1,0x02FF,37,3F,09,OK
0x2AFD,0x02FD,09,40,1,0x00B2F0,0x102,0x00B3F2,0x02FE,37,09,D2,OK
0x2AFC,0x02FC,09,40,1,0x00B2F0,0x103,0x00B3F3,0x02FD,37,06,CE,OK
