ram_addr,ram_offset,d88_c,d88_h,d88_r,sector_raw_base,raw_index,raw_file_offset,DE,Ccorr,stored_byte,current_raw_byte,reverse_roundtrip
0x46A3,0x1EA3,0A,40,3,0x00CF60,0x15C,0x00D0BC,0x02A4,36,04,74,OK
0x46A2,0x1EA2,0A,40,3,0x00CF60,0x15D,0x00D0BD,0x02A3,36,54,C3,OK
0x46A1,0x1EA1,0A,40,3,0x00CF60,0x15E,0x00D0BE,0x02A2,36,00,6E,OK
0x46A0,0x1EA0,0A,40,3,0x00CF60,0x15F,0x00D0BF,0x02A1,36,54,C1,OK
0x469F,0x1E9F,0A,40,3,0x00CF60,0x160,0x00D0C0,0x02A0,36,05,71,OK
0x469E,0x1E9E,0A,40,3,0x00CF60,0x161,0x00D0C1,0x029F,36,01,6C,OK
0x469D,0x1E9D,0A,40,3,0x00CF60,0x162,0x00D0C2,0x029E,36,54,BE,OK
0x469C,0x1E9C,0A,40,3,0x00CF60,0x163,0x00D0C3,0x029D,36,15,7E,OK
0x469B,0x1E9B,0A,40,3,0x00CF60,0x164,0x00D0C4,0x029C,36,50,B8,OK
0x469A,0x1E9A,0A,40,3,0x00CF60,0x165,0x00D0C5,0x029B,36,99,00,OK
0x4699,0x1E99,0A,40,3,0x00CF60,0x166,0x00D0C6,0x029A,36,03,69,OK
0x4698,0x1E98,0A,40,3,0x00CF60,0x167,0x00D0C7,0x0299,36,0A,6F,OK
0x4697,0x1E97,0A,40,3,0x00CF60,0x168,0x00D0C8,0x0298,36,EA,4E,OK
0x4696,0x1E96,0A,40,3,0x00CF60,0x169,0x00D0C9,0x0297,36,0B,6E,OK
0x4695,0x1E95,0A,40,3,0x00CF60,0x16A,0x00D0CA,0x0296,36,EA,4C,OK
0x4694,0x1E94,0A,40,3,0x00CF60,0x16B,0x00D0CB,0x0295,36,BF,20,OK
0x4693,0x1E93,0A,40,3,0x00CF60,0x16C,0x00D0CC,0x0294,36,BE,1E,OK
0x4692,0x1E92,0A,40,3,0x00CF60,0x16D,0x00D0CD,0x0293,36,FE,5D,OK
0x4691,0x1E91,0A,40,3,0x00CF60,0x16E,0x00D0CE,0x0292,36,FA,58,OK
0x4690,0x1E90,0A,40,3,0x00CF60,0x16F,0x00D0CF,0x0291,36,EA,47,OK
0x468F,0x1E8F,0A,40,3,0x00CF60,0x170,0x00D0D0,0x0290,36,FF,5B,OK
0x468E,0x1E8E,0A,40,3,0x00CF60,0x171,0x00D0D1,0x028F,36,BF,1A,OK
0x468D,0x1E8D,0A,40,3,0x00CF60,0x172,0x00D0D2,0x028E,36,FA,54,OK
0x468C,0x1E8C,0A,40,3,0x00CF60,0x173,0x00D0D3,0x028D,36,EA,43,OK
0x468B,0x1E8B,0A,40,3,0x00CF60,0x174,0x00D0D4,0x028C,36,FF,57,OK
0x468A,0x1E8A,0A,40,3,0x00CF60,0x175,0x00D0D5,0x028B,36,AB,02,OK
0x4689,0x1E89,0A,40,3,0x00CF60,0x176,0x00D0D6,0x028A,36,05,5B,OK
0x4688,0x1E88,0A,40,3,0x00CF60,0x177,0x00D0D7,0x0289,36,AA,FF,OK
0x4687,0x1E87,0A,40,3,0x00CF60,0x178,0x00D0D8,0x0288,36,05,59,OK
0x4686,0x1E86,0A,40,3,0x00CF60,0x179,0x00D0D9,0x0287,36,FA,4D,OK
0x4685,0x1E85,0A,40,3,0x00CF60,0x17A,0x00D0DA,0x0286,36,AF,01,OK
0x4684,0x1E84,0A,40,3,0x00CF60,0x17B,0x00D0DB,0x0285,36,09,5A,OK
0x4683,0x1E83,0A,40,3,0x00CF60,0x17C,0x00D0DC,0x0284,36,80,D0,OK
0x4682,0x1E82,0A,40,3,0x00CF60,0x17D,0x00D0DD,0x0283,36,0A,59,OK
0x4681,0x1E81,0A,40,3,0x00CF60,0x17E,0x00D0DE,0x0282,36,04,52,OK
0x4680,0x1E80,0A,40,3,0x00CF60,0x17F,0x00D0DF,0x0281,36,0A,57,OK
0x467F,0x1E7F,0A,40,3,0x00CF60,0x180,0x00D0E0,0x0280,36,80,CC,OK
0x467E,0x1E7E,0A,40,3,0x00CF60,0x181,0x00D0E1,0x027F,36,0A,55,OK
0x467D,0x1E7D,0A,40,3,0x00CF60,0x182,0x00D0E2,0x027E,36,04,4E,OK
0x467C,0x1E7C,0A,40,3,0x00CF60,0x183,0x00D0E3,0x027D,36,A0,E9,OK
0x467B,0x1E7B,0A,40,3,0x00CF60,0x184,0x00D0E4,0x027C,36,80,C8,OK
0x467A,0x1E7A,0A,40,3,0x00CF60,0x185,0x00D0E5,0x027B,36,82,C9,OK
0x4679,0x1E79,0A,40,3,0x00CF60,0x186,0x00D0E6,0x027A,36,02,48,OK
0x4678,0x1E78,0A,40,3,0x00CF60,0x187,0x00D0E7,0x0279,36,04,49,OK
0x4677,0x1E77,0A,40,3,0x00CF60,0x188,0x00D0E8,0x0278,36,0A,4E,OK
0x4676,0x1E76,0A,40,3,0x00CF60,0x189,0x00D0E9,0x0277,36,04,47,OK
0x4675,0x1E75,0A,40,3,0x00CF60,0x18A,0x00D0EA,0x0276,36,00,42,OK
0x4674,0x1E74,0A,40,3,0x00CF60,0x18B,0x00D0EB,0x0275,36,80,C1,OK
0x4673,0x1E73,0A,40,3,0x00CF60,0x18C,0x00D0EC,0x0274,36,0A,4A,OK
0x4672,0x1E72,0A,40,3,0x00CF60,0x18D,0x00D0ED,0x0273,36,04,43,OK
0x4671,0x1E71,0A,40,3,0x00CF60,0x18E,0x00D0EE,0x0272,36,2A,68,OK
0x4670,0x1E70,0A,40,3,0x00CF60,0x18F,0x00D0EF,0x0271,36,00,3D,OK
0x466F,0x1E6F,0A,40,3,0x00CF60,0x190,0x00D0F0,0x0270,36,28,64,OK
0x466E,0x1E6E,0A,40,3,0x00CF60,0x191,0x00D0F1,0x026F,36,AA,E5,OK
0x466D,0x1E6D,0A,40,3,0x00CF60,0x192,0x00D0F2,0x026E,36,06,40,OK
0x466C,0x1E6C,0A,40,3,0x00CF60,0x193,0x00D0F3,0x026D,36,02,3B,OK
0x466B,0x1E6B,0A,40,3,0x00CF60,0x194,0x00D0F4,0x026C,36,04,3C,OK
0x466A,0x1E6A,0A,40,3,0x00CF60,0x195,0x00D0F5,0x026B,36,A8,DF,OK
0x4669,0x1E69,0A,40,3,0x00CF60,0x196,0x00D0F6,0x026A,36,99,CF,OK
0x4668,0x1E68,0A,40,3,0x00CF60,0x197,0x00D0F7,0x0269,36,03,38,OK
0x4667,0x1E67,0A,40,3,0x00CF60,0x198,0x00D0F8,0x0268,36,99,CD,OK
0x4666,0x1E66,0A,40,3,0x00CF60,0x199,0x00D0F9,0x0267,36,03,36,OK
0x4665,0x1E65,0A,40,3,0x00CF60,0x19A,0x00D0FA,0x0266,36,09,3B,OK
0x4664,0x1E64,0A,40,3,0x00CF60,0x19B,0x00D0FB,0x0265,36,80,B1,OK
0x4663,0x1E63,0A,40,3,0x00CF60,0x19C,0x00D0FC,0x0264,36,1F,4F,OK
0x4662,0x1E62,0A,40,3,0x00CF60,0x19D,0x00D0FD,0x0263,36,0A,39,OK
0x4661,0x1E61,0A,40,3,0x00CF60,0x19E,0x00D0FE,0x0262,36,E0,0E,OK
0x4660,0x1E60,0A,40,3,0x00CF60,0x19F,0x00D0FF,0x0261,36,3F,6C,OK
0x465F,0x1E5F,0A,40,3,0x00CF60,0x1A0,0x00D100,0x0260,36,E0,0C,OK
0x465E,0x1E5E,0A,40,3,0x00CF60,0x1A1,0x00D101,0x025F,36,FF,2A,OK
0x465D,0x1E5D,0A,40,3,0x00CF60,0x1A2,0x00D102,0x025E,36,05,2F,OK
0x465C,0x1E5C,0A,40,3,0x00CF60,0x1A3,0x00D103,0x025D,36,07,30,OK
0x465B,0x1E5B,0A,40,3,0x00CF60,0x1A4,0x00D104,0x025C,36,04,2C,OK
0x465A,0x1E5A,0A,40,3,0x00CF60,0x1A5,0x00D105,0x025B,36,1F,46,OK
0x4659,0x1E59,0A,40,3,0x00CF60,0x1A6,0x00D106,0x025A,36,00,26,OK
0x4658,0x1E58,0A,40,3,0x00CF60,0x1A7,0x00D107,0x0259,36,80,A5,OK
0x4657,0x1E57,0A,40,3,0x00CF60,0x1A8,0x00D108,0x0258,36,CF,F3,OK
0x4656,0x1E56,0A,40,3,0x00CF60,0x1A9,0x00D109,0x0257,36,0F,32,OK
0x4655,0x1E55,0A,40,3,0x00CF60,0x1AA,0x00D10A,0x0256,36,00,22,OK
0x4654,0x1E54,0A,40,3,0x00CF60,0x1AB,0x00D10B,0x0255,36,7C,9D,OK
0x4653,0x1E53,0A,40,3,0x00CF60,0x1AC,0x00D10C,0x0254,36,FE,1E,OK
0x4652,0x1E52,0A,40,3,0x00CF60,0x1AD,0x00D10D,0x0253,36,09,28,OK
0x4651,0x1E51,0A,40,3,0x00CF60,0x1AE,0x00D10E,0x0252,36,00,1E,OK
0x4650,0x1E50,0A,40,3,0x00CF60,0x1AF,0x00D10F,0x0251,36,F8,15,OK
0x464F,0x1E4F,0A,40,3,0x00CF60,0x1B0,0x00D110,0x0250,36,99,B5,OK
0x464E,0x1E4E,0A,40,3,0x00CF60,0x1B1,0x00D111,0x024F,36,03,1E,OK
0x464D,0x1E4D,0A,40,3,0x00CF60,0x1B2,0x00D112,0x024E,36,99,B3,OK
0x464C,0x1E4C,0A,40,3,0x00CF60,0x1B3,0x00D113,0x024D,36,03,1C,OK
0x464B,0x1E4B,0A,40,3,0x00CF60,0x1B4,0x00D114,0x024C,36,09,21,OK
0x464A,0x1E4A,0A,40,3,0x00CF60,0x1B5,0x00D115,0x024B,36,80,97,OK
0x4649,0x1E49,0A,40,3,0x00CF60,0x1B6,0x00D116,0x024A,36,1F,35,OK
0x4648,0x1E48,0A,40,3,0x00CF60,0x1B7,0x00D117,0x0249,36,0A,1F,OK
0x4647,0x1E47,0A,40,3,0x00CF60,0x1B8,0x00D118,0x0248,36,F0,04,OK
0x4646,0x1E46,0A,40,3,0x00CF60,0x1B9,0x00D119,0x0247,36,3F,52,OK
0x4645,0x1E45,0A,40,3,0x00CF60,0x1BA,0x00D11A,0x0246,36,E0,F2,OK
0x4644,0x1E44,0A,40,3,0x00CF60,0x1BB,0x00D11B,0x0245,36,FF,10,OK
0x4643,0x1E43,0A,40,3,0x00CF60,0x1BC,0x00D11C,0x0244,36,05,15,OK
0x4642,0x1E42,0A,40,3,0x00CF60,0x1BD,0x00D11D,0x0243,36,07,16,OK
0x4641,0x1E41,0A,40,3,0x00CF60,0x1BE,0x00D11E,0x0242,36,04,12,OK
0x4640,0x1E40,0A,40,3,0x00CF60,0x1BF,0x00D11F,0x0241,36,1F,2C,OK
0x463F,0x1E3F,0A,40,3,0x00CF60,0x1C0,0x00D120,0x0240,36,09,15,OK
0x463E,0x1E3E,0A,40,3,0x00CF60,0x1C1,0x00D121,0x023F,36,E3,EE,OK
0x463D,0x1E3D,0A,40,3,0x00CF60,0x1C2,0x00D122,0x023E,36,07,11,OK
0x463C,0x1E3C,0A,40,3,0x00CF60,0x1C3,0x00D123,0x023D,36,04,0D,OK
0x463B,0x1E3B,0A,40,3,0x00CF60,0x1C4,0x00D124,0x023C,36,00,08,OK
0x463A,0x1E3A,0A,40,3,0x00CF60,0x1C5,0x00D125,0x023B,36,7C,83,OK
0x4639,0x1E39,0A,40,3,0x00CF60,0x1C6,0x00D126,0x023A,36,00,06,OK
0x4638,0x1E38,0A,40,3,0x00CF60,0x1C7,0x00D127,0x0239,36,05,0A,OK
0x4637,0x1E37,0A,40,3,0x00CF60,0x1C8,0x00D128,0x0238,36,3F,43,OK
0x4636,0x1E36,0A,40,3,0x00CF60,0x1C9,0x00D129,0x0237,36,00,03,OK
0x4635,0x1E35,0A,40,3,0x00CF60,0x1CA,0x00D12A,0x0236,36,F8,FA,OK
0x4634,0x1E34,0A,40,3,0x00CF60,0x1CB,0x00D12B,0x0235,36,99,9A,OK
0x4633,0x1E33,0A,40,3,0x00CF60,0x1CC,0x00D12C,0x0234,36,03,03,OK
0x4632,0x1E32,0A,40,3,0x00CF60,0x1CD,0x00D12D,0x0233,36,99,98,OK
0x4631,0x1E31,0A,40,3,0x00CF60,0x1CE,0x00D12E,0x0232,36,03,01,OK
0x4630,0x1E30,0A,40,3,0x00CF60,0x1CF,0x00D12F,0x0231,36,00,FD,OK
0x462F,0x1E2F,0A,40,3,0x00CF60,0x1D0,0x00D130,0x0230,36,05,01,OK
0x462E,0x1E2E,0A,40,3,0x00CF60,0x1D1,0x00D131,0x022F,36,80,7B,OK
0x462D,0x1E2D,0A,40,3,0x00CF60,0x1D2,0x00D132,0x022E,36,1F,19,OK
0x462C,0x1E2C,0A,40,3,0x00CF60,0x1D3,0x00D133,0x022D,36,00,F9,OK
0x462B,0x1E2B,0A,40,3,0x00CF60,0x1D4,0x00D134,0x022C,36,06,FE,OK
0x462A,0x1E2A,0A,40,3,0x00CF60,0x1D5,0x00D135,0x022B,36,F8,EF,OK
0x4629,0x1E29,0A,40,3,0x00CF60,0x1D6,0x00D136,0x022A,36,3F,35,OK
0x4628,0x1E28,0A,40,3,0x00CF60,0x1D7,0x00D137,0x0229,36,E0,D5,OK
0x4627,0x1E27,0A,40,3,0x00CF60,0x1D8,0x00D138,0x0228,36,C1,B5,OK
0x4626,0x1E26,0A,40,3,0x00CF60,0x1D9,0x00D139,0x0227,36,83,76,OK
0x4625,0x1E25,0A,40,3,0x00CF60,0x1DA,0x00D13A,0x0226,36,07,F9,OK
0x4624,0x1E24,0A,40,3,0x00CF60,0x1DB,0x00D13B,0x0225,36,04,F5,OK
0x4623,0x1E23,0A,40,3,0x00CF60,0x1DC,0x00D13C,0x0224,36,1F,0F,OK
0x4622,0x1E22,0A,40,3,0x00CF60,0x1DD,0x00D13D,0x0223,36,09,F8,OK
0x4621,0x1E21,0A,40,3,0x00CF60,0x1DE,0x00D13E,0x0222,36,F8,E6,OK
0x4620,0x1E20,0A,40,3,0x00CF60,0x1DF,0x00D13F,0x0221,36,0F,FC,OK
0x461F,0x1E1F,0A,40,3,0x00CF60,0x1E0,0x00D140,0x0220,36,00,EC,OK
0x461E,0x1E1E,0A,40,3,0x00CF60,0x1E1,0x00D141,0x021F,36,FC,E7,OK
0x461D,0x1E1D,0A,40,3,0x00CF60,0x1E2,0x00D142,0x021E,36,FF,E9,OK
0x461C,0x1E1C,0A,40,3,0x00CF60,0x1E3,0x00D143,0x021D,36,08,F1,OK
0x461B,0x1E1B,0A,40,3,0x00CF60,0x1E4,0x00D144,0x021C,36,99,81,OK
0x461A,0x1E1A,0A,40,3,0x00CF60,0x1E5,0x00D145,0x021B,36,03,EA,OK
0x4619,0x1E19,0A,40,3,0x00CF60,0x1E6,0x00D146,0x021A,36,99,7F,OK
0x4618,0x1E18,0A,40,3,0x00CF60,0x1E7,0x00D147,0x0219,36,03,E8,OK
0x4617,0x1E17,0A,40,3,0x00CF60,0x1E8,0x00D148,0x0218,36,00,E4,OK
0x4616,0x1E16,0A,40,3,0x00CF60,0x1E9,0x00D149,0x0217,36,05,E8,OK
0x4615,0x1E15,0A,40,3,0x00CF60,0x1EA,0x00D14A,0x0216,36,80,62,OK
0x4614,0x1E14,0A,40,3,0x00CF60,0x1EB,0x00D14B,0x0215,36,1F,00,OK
0x4613,0x1E13,0A,40,3,0x00CF60,0x1EC,0x00D14C,0x0214,36,00,E0,OK
0x4612,0x1E12,0A,40,3,0x00CF60,0x1ED,0x00D14D,0x0213,36,06,E5,OK
0x4611,0x1E11,0A,40,3,0x00CF60,0x1EE,0x00D14E,0x0212,36,FE,DC,OK
0x4610,0x1E10,0A,40,3,0x00CF60,0x1EF,0x00D14F,0x0211,36,7C,59,OK
0x460F,0x1E0F,0A,40,3,0x00CF60,0x1F0,0x00D150,0x0210,36,E0,BC,OK
0x460E,0x1E0E,0A,40,3,0x00CF60,0x1F1,0x00D151,0x020F,36,C1,9C,OK
0x460D,0x1E0D,0A,40,3,0x00CF60,0x1F2,0x00D152,0x020E,36,83,5D,OK
0x460C,0x1E0C,0A,40,3,0x00CF60,0x1F3,0x00D153,0x020D,36,07,E0,OK
0x460B,0x1E0B,0A,40,3,0x00CF60,0x1F4,0x00D154,0x020C,36,04,DC,OK
0x460A,0x1E0A,0A,40,3,0x00CF60,0x1F5,0x00D155,0x020B,36,1F,F6,OK
0x4609,0x1E09,0A,40,3,0x00CF60,0x1F6,0x00D156,0x020A,36,00,D6,OK
0x4608,0x1E08,0A,40,3,0x00CF60,0x1F7,0x00D157,0x0209,36,05,DA,OK
0x4607,0x1E07,0A,40,3,0x00CF60,0x1F8,0x00D158,0x0208,36,FC,D0,OK
0x4606,0x1E06,0A,40,3,0x00CF60,0x1F9,0x00D159,0x0207,36,3F,12,OK
0x4605,0x1E05,0A,40,3,0x00CF60,0x1FA,0x00D15A,0x0206,36,00,D2,OK
0x4604,0x1E04,0A,40,3,0x00CF60,0x1FB,0x00D15B,0x0205,36,FC,CD,OK
0x4603,0x1E03,0A,40,3,0x00CF60,0x1FC,0x00D15C,0x0204,36,FF,CF,OK
0x4602,0x1E02,0A,40,3,0x00CF60,0x1FD,0x00D15D,0x0203,36,08,D7,OK
0x4601,0x1E01,0A,40,3,0x00CF60,0x1FE,0x00D15E,0x0202,36,99,67,OK
0x4600,0x1E00,0A,40,3,0x00CF60,0x1FF,0x00D15F,0x0201,36,03,D0,OK
0x45FF,0x1DFF,0A,40,3,0x00CF60,0x200,0x00D160,0x0200,36,99,65,OK
0x45FE,0x1DFE,0A,40,3,0x00CF60,0x201,0x00D161,0x01FF,36,03,CD,OK
0x45FD,0x1DFD,0A,40,3,0x00CF60,0x202,0x00D162,0x01FE,36,FC,C5,OK
0x45FC,0x1DFC,0A,40,3,0x00CF60,0x203,0x00D163,0x01FD,36,0C,D4,OK
0x45FB,0x1DFB,0A,40,3,0x00CF60,0x204,0x00D164,0x01FC,36,01,C8,OK
0x45FA,0x1DFA,0A,40,3,0x00CF60,0x205,0x00D165,0x01FB,36,78,3E,OK
0x45F9,0x1DF9,0A,40,3,0x00CF60,0x206,0x00D166,0x01FA,36,7C,41,OK
0x45F8,0x1DF8,0A,40,3,0x00CF60,0x207,0x00D167,0x01F9,36,E0,A4,OK
0x45F7,0x1DF7,0A,40,3,0x00CF60,0x208,0x00D168,0x01F8,36,FF,C2,OK
0x45F6,0x1DF6,0A,40,3,0x00CF60,0x209,0x00D169,0x01F7,36,05,C7,OK
0x45F5,0x1DF5,0A,40,3,0x00CF60,0x20A,0x00D16A,0x01F6,36,07,C8,OK
0x45F4,0x1DF4,0A,40,3,0x00CF60,0x20B,0x00D16B,0x01F5,36,04,C4,OK
0x45F3,0x1DF3,0A,40,3,0x00CF60,0x20C,0x00D16C,0x01F4,36,1F,DE,OK
0x45F2,0x1DF2,0A,40,3,0x00CF60,0x20D,0x00D16D,0x01F3,36,00,BE,OK
0x45F1,0x1DF1,0A,40,3,0x00CF60,0x20E,0x00D16E,0x01F2,36,05,C2,OK
0x45F0,0x1DF0,0A,40,3,0x00CF60,0x20F,0x00D16F,0x01F1,36,7F,3B,OK
0x45EF,0x1DEF,0A,40,3,0x00CF60,0x210,0x00D170,0x01F0,36,FE,B9,OK
0x45EE,0x1DEE,0A,40,3,0x00CF60,0x211,0x00D171,0x01EF,36,00,BA,OK
0x45ED,0x1DED,0A,40,3,0x00CF60,0x212,0x00D172,0x01EE,36,07,C0,OK
0x45EC,0x1DEC,0A,40,3,0x00CF60,0x213,0x00D173,0x01ED,36,03,BB,OK
0x45EB,0x1DEB,0A,40,3,0x00CF60,0x214,0x00D174,0x01EC,36,99,50,OK
0x45EA,0x1DEA,0A,40,3,0x00CF60,0x215,0x00D175,0x01EB,36,03,B9,OK
0x45E9,0x1DE9,0A,40,3,0x00CF60,0x216,0x00D176,0x01EA,36,99,4E,OK
0x45E8,0x1DE8,0A,40,3,0x00CF60,0x217,0x00D177,0x01E9,36,03,B7,OK
0x45E7,0x1DE7,0A,40,3,0x00CF60,0x218,0x00D178,0x01E8,36,FC,AF,OK
0x45E6,0x1DE6,0A,40,3,0x00CF60,0x219,0x00D179,0x01E7,36,FF,B1,OK
0x45E5,0x1DE5,0A,40,3,0x00CF60,0x21A,0x00D17A,0x01E6,36,08,B9,OK
0x45E4,0x1DE4,0A,40,3,0x00CF60,0x21B,0x00D17B,0x01E5,36,01,B1,OK
0x45E3,0x1DE3,0A,40,3,0x00CF60,0x21C,0x00D17C,0x01E4,36,00,AF,OK
0x45E2,0x1DE2,0A,40,3,0x00CF60,0x21D,0x00D17D,0x01E3,36,7C,2A,OK
0x45E1,0x1DE1,0A,40,3,0x00CF60,0x21E,0x00D17E,0x01E2,36,E0,8D,OK
0x45E0,0x1DE0,0A,40,3,0x00CF60,0x21F,0x00D17F,0x01E1,36,FF,AB,OK
0x45DF,0x1DDF,0A,40,3,0x00CF60,0x220,0x00D180,0x01E0,36,05,B0,OK
0x45DE,0x1DDE,0A,40,3,0x00CF60,0x221,0x00D181,0x01DF,36,07,B1,OK
0x45DD,0x1DDD,0A,40,3,0x00CF60,0x222,0x00D182,0x01DE,36,04,AD,OK
0x45DC,0x1DDC,0A,40,3,0x00CF60,0x223,0x00D183,0x01DD,36,1F,C7,OK
0x45DB,0x1DDB,0A,40,3,0x00CF60,0x224,0x00D184,0x01DC,36,00,A7,OK
0x45DA,0x1DDA,0A,40,3,0x00CF60,0x225,0x00D185,0x01DB,36,80,26,OK
0x45D9,0x1DD9,0A,40,3,0x00CF60,0x226,0x00D186,0x01DA,36,1F,C4,OK
0x45D8,0x1DD8,0A,40,3,0x00CF60,0x227,0x00D187,0x01D9,36,F8,9C,OK
0x45D7,0x1DD7,0A,40,3,0x00CF60,0x228,0x00D188,0x01D8,36,03,A6,OK
0x45D6,0x1DD6,0A,40,3,0x00CF60,0x229,0x00D189,0x01D7,36,04,A6,OK
0x45D5,0x1DD5,0A,40,3,0x00CF60,0x22A,0x00D18A,0x01D6,36,C0,61,OK
0x45D4,0x1DD4,0A,40,3,0x00CF60,0x22B,0x00D18B,0x01D5,36,FF,9F,OK
0x45D3,0x1DD3,0A,40,3,0x00CF60,0x22C,0x00D18C,0x01D4,36,07,A6,OK
0x45D2,0x1DD2,0A,40,3,0x00CF60,0x22D,0x00D18D,0x01D3,36,0F,AD,OK
0x45D1,0x1DD1,0A,40,3,0x00CF60,0x22E,0x00D18E,0x01D2,36,00,9D,OK
0x45D0,0x1DD0,0A,40,3,0x00CF60,0x22F,0x00D18F,0x01D1,36,19,B5,OK
0x45CF,0x1DCF,0A,40,3,0x00CF60,0x230,0x00D190,0x01D0,36,03,9E,OK
0x45CE,0x1DCE,0A,40,3,0x00CF60,0x231,0x00D191,0x01CF,36,99,33,OK
0x45CD,0x1DCD,0A,40,3,0x00CF60,0x232,0x00D192,0x01CE,36,03,9C,OK
0x45CC,0x1DCC,0A,40,3,0x00CF60,0x233,0x00D193,0x01CD,36,FC,94,OK
0x45CB,0x1DCB,0A,40,3,0x00CF60,0x234,0x00D194,0x01CC,36,FF,96,OK
0x45CA,0x1DCA,0A,40,3,0x00CF60,0x235,0x00D195,0x01CB,36,08,9E,OK
0x45C9,0x1DC9,0A,40,3,0x00CF60,0x236,0x00D196,0x01CA,36,81,16,OK
0x45C8,0x1DC8,0A,40,3,0x00CF60,0x237,0x00D197,0x01C9,36,09,9D,OK
0x45C7,0x1DC7,0A,40,3,0x00CF60,0x238,0x00D198,0x01C8,36,E7,7A,OK
0x45C6,0x1DC6,0A,40,3,0x00CF60,0x239,0x00D199,0x01C7,36,C1,53,OK
0x45C5,0x1DC5,0A,40,3,0x00CF60,0x23A,0x00D19A,0x01C6,36,83,14,OK
0x45C4,0x1DC4,0A,40,3,0x00CF60,0x23B,0x00D19B,0x01C5,36,07,97,OK
0x45C3,0x1DC3,0A,40,3,0x00CF60,0x23C,0x00D19C,0x01C4,36,04,93,OK
0x45C2,0x1DC2,0A,40,3,0x00CF60,0x23D,0x00D19D,0x01C3,36,1F,AD,OK
0x45C1,0x1DC1,0A,40,3,0x00CF60,0x23E,0x00D19E,0x01C2,36,00,8D,OK
0x45C0,0x1DC0,0A,40,3,0x00CF60,0x23F,0x00D19F,0x01C1,36,F0,7C,OK
0x45BF,0x1DBF,0A,40,3,0x00CF60,0x240,0x00D1A0,0x01C0,36,0F,9A,OK
0x45BE,0x1DBE,0A,40,3,0x00CF60,0x241,0x00D1A1,0x01BF,36,F0,7A,OK
0x45BD,0x1DBD,0A,40,3,0x00CF60,0x242,0x00D1A2,0x01BE,36,1F,A8,OK
0x45BC,0x1DBC,0A,40,3,0x00CF60,0x243,0x00D1A3,0x01BD,36,C0,48,OK
0x45BB,0x1DBB,0A,40,3,0x00CF60,0x244,0x00D1A4,0x01BC,36,FF,86,OK
0x45BA,0x1DBA,0A,40,3,0x00CF60,0x245,0x00D1A5,0x01BB,36,07,8D,OK
0x45B9,0x1DB9,0A,40,3,0x00CF60,0x246,0x00D1A6,0x01BA,36,0F,94,OK
0x45B8,0x1DB8,0A,40,3,0x00CF60,0x247,0x00D1A7,0x01B9,36,00,84,OK
0x45B7,0x1DB7,0A,40,3,0x00CF60,0x248,0x00D1A8,0x01B8,36,19,9C,OK
0x45B6,0x1DB6,0A,40,3,0x00CF60,0x249,0x00D1A9,0x01B7,36,03,85,OK
0x45B5,0x1DB5,0A,40,3,0x00CF60,0x24A,0x00D1AA,0x01B6,36,99,1A,OK
0x45B4,0x1DB4,0A,40,3,0x00CF60,0x24B,0x00D1AB,0x01B5,36,03,83,OK
0x45B3,0x1DB3,0A,40,3,0x00CF60,0x24C,0x00D1AC,0x01B4,36,09,88,OK
0x45B2,0x1DB2,0A,40,3,0x00CF60,0x24D,0x00D1AD,0x01B3,36,80,FE,OK
0x45B1,0x1DB1,0A,40,3,0x00CF60,0x24E,0x00D1AE,0x01B2,36,1F,9C,OK
0x45B0,0x1DB0,0A,40,3,0x00CF60,0x24F,0x00D1AF,0x01B1,36,09,85,OK
0x45AF,0x1DAF,0A,40,3,0x00CF60,0x250,0x00D1B0,0x01B0,36,80,FB,OK
0x45AE,0x1DAE,0A,40,3,0x00CF60,0x251,0x00D1B1,0x01AF,36,FF,79,OK
0x45AD,0x1DAD,0A,40,3,0x00CF60,0x252,0x00D1B2,0x01AE,36,05,7E,OK
0x45AC,0x1DAC,0A,40,3,0x00CF60,0x253,0x00D1B3,0x01AD,36,E7,5F,OK
0x45AB,0x1DAB,0A,40,3,0x00CF60,0x254,0x00D1B4,0x01AC,36,C1,38,OK
0x45AA,0x1DAA,0A,40,3,0x00CF60,0x255,0x00D1B5,0x01AB,36,83,F9,OK
0x45A9,0x1DA9,0A,40,3,0x00CF60,0x256,0x00D1B6,0x01AA,36,07,7C,OK
0x45A8,0x1DA8,0A,40,3,0x00CF60,0x257,0x00D1B7,0x01A9,36,04,78,OK
0x45A7,0x1DA7,0A,40,3,0x00CF60,0x258,0x00D1B8,0x01A8,36,1F,92,OK
0x45A6,0x1DA6,0A,40,3,0x00CF60,0x259,0x00D1B9,0x01A7,36,00,72,OK
0x45A5,0x1DA5,0A,40,3,0x00CF60,0x25A,0x00D1BA,0x01A6,36,E0,51,OK
0x45A4,0x1DA4,0A,40,3,0x00CF60,0x25B,0x00D1BB,0x01A5,36,07,77,OK
0x45A3,0x1DA3,0A,40,3,0x00CF60,0x25C,0x00D1BC,0x01A4,36,04,73,OK
0x45A2,0x1DA2,0A,40,3,0x00CF60,0x25D,0x00D1BD,0x01A3,36,F8,66,OK
0x45A1,0x1DA1,0A,40,3,0x00CF60,0x25E,0x00D1BE,0x01A2,36,1F,8C,OK
0x45A0,0x1DA0,0A,40,3,0x00CF60,0x25F,0x00D1BF,0x01A1,36,C0,2C,OK
